,segment_id,start_node,finish_node,lengthm,road_type,speed,st_astext,distance_to_kizilay(km)
89,90,123588403,293950229,83.40476890843951,trunk,77,"LINESTRING(32.6990144 39.9052515,32.6980417 39.905175)",12.899654001754264
90,91,293950229,123588484,40.3042033756861,trunk,73,"LINESTRING(32.6980417 39.905175,32.6975769 39.9051098)",12.983058770662703
91,92,123588484,293950233,60.8779219565646,trunk,82,"LINESTRING(32.6975769 39.9051098,32.69688 39.9049917)",13.02336297403839
92,93,293950233,293950236,101.196446913739,trunk,83,"LINESTRING(32.69688 39.9049917,32.6957533 39.9047067)",13.084240895994954
93,94,293950236,288253805,38.7959264138848,trunk,83,"LINESTRING(32.6957533 39.9047067,32.6953367 39.9045667)",13.185437342908694
94,95,288253805,2389806720,16.5850925932491,trunk,101,"LINESTRING(32.6953367 39.9045667,32.6951726 39.9044867)",13.224233269322578
95,96,2389806720,2389806698,24.946164408385002,trunk,93,"LINESTRING(32.6951726 39.9044867,32.6949134 39.9043828)",13.240818361915828
96,97,2389806698,2389806673,53.8420753296632,trunk,85,"LINESTRING(32.6949134 39.9043828,32.69436 39.9041499)",13.265764526324213
97,98,2389806673,2389806665,55.5932668760299,trunk,93,"LINESTRING(32.69436 39.9041499,32.6938089 39.903883)",13.319606601653877
98,99,2389806665,2389806696,53.0629183874459,trunk,89,"LINESTRING(32.6938089 39.903883,32.6933046 39.9036036)",13.375199868529908
99,100,2389806696,2389806676,80.1892113036674,trunk,91,"LINESTRING(32.6933046 39.9036036,32.6925897 39.9031353)",13.428262786917355
100,101,2389806676,2389806681,68.07974311708689,trunk,82,"LINESTRING(32.6925897 39.9031353,32.6919704 39.9027491)",13.508451998221021
101,102,2389806681,2389806679,53.2376152318579,trunk,86,"LINESTRING(32.6919704 39.9027491,32.6914752 39.9024577)",13.576531741338108
102,103,2389806679,288253817,80.8526727230623,trunk,89,"LINESTRING(32.6914752 39.9024577,32.6907202 39.9020181)",13.629769356569966
103,104,288253817,2389806685,159.213825965364,trunk,78,"LINESTRING(32.6907202 39.9020181,32.6892501 39.9011359)",13.71062202929303
104,105,2389806685,2358235514,26.999398277792803,trunk,92,"LINESTRING(32.6892501 39.9011359,32.6890008 39.9009863)",13.869835855258394
105,106,2358235514,3557134026,75.5430444934624,trunk,85,"LINESTRING(32.6890008 39.9009863,32.6883033 39.9005677)",13.896835253536187
106,107,3557134026,2389806669,106.367203077722,trunk,78,"LINESTRING(32.6883033 39.9005677,32.6873212 39.8999783)",13.97237829802965
107,108,2389806669,3557134123,304.18077074237704,trunk,79,"LINESTRING(32.6873212 39.8999783,32.6845387 39.8982676)",14.078745501107372
108,109,3557134123,2486055393,72.5716630073134,trunk,77,"LINESTRING(32.6845387 39.8982676,32.683867 39.8978671)",14.38292627184975
109,110,2486055393,2555602965,95.31780015874901,trunk,85,"LINESTRING(32.683867 39.8978671,32.6830065 39.8973203)",14.455497934857062
110,111,2555602965,2360960876,317.426589146413,trunk,90,"LINESTRING(32.6830065 39.8973203,32.6800966 39.8955412)",14.550815735015812
111,112,2360960876,2360960899,153.738666056261,trunk,88,"LINESTRING(32.6800966 39.8955412,32.6786805 39.8946861)",14.868242324162225
112,113,2360960899,2389806692,329.040535009791,trunk,88,"LINESTRING(32.6786805 39.8946861,32.6756453 39.8928603)",15.021980990218486
113,114,2389806692,2455029362,100.19847436451299,trunk,88,"LINESTRING(32.6756453 39.8928603,32.6747175 39.8923078)",15.351021525228276
114,115,2455029362,3548377656,453.279619153622,trunk,70,"LINESTRING(32.6747175 39.8923078,32.6705721 39.8897581)",15.451219999592789
115,116,3548377656,4813712988,61.0831635027956,trunk,64,"LINESTRING(32.6705721 39.8897581,32.670032 39.8893975)",15.904499618746412
116,117,4813712988,112102295,502.588378627035,trunk,69,"LINESTRING(32.670032 39.8893975,32.665617 39.8864053)",15.965582782249207
117,118,112102295,29474289,13.2068964980286,trunk,58,"LINESTRING(32.665617 39.8864053,32.6655013 39.8863264)",16.468171160876242
118,119,29474289,2360960881,819.1157826214011,trunk,49,"LINESTRING(32.6655013 39.8863264,32.6584094 39.8813615)",16.481378057374272
119,120,2360960881,27046672,41.8169819006543,trunk,45,"LINESTRING(32.6584094 39.8813615,32.6580498 39.881106)",17.300493839995674
120,121,27046672,2360960874,9.87521867745173,trunk,37,"LINESTRING(32.6580498 39.881106,32.657964 39.8810464)",17.34231082189633
121,122,2360960874,449553811,38.563165198201105,trunk,32,"LINESTRING(32.657964 39.8810464,32.6576289 39.8808137)",17.35218604057378
122,123,449553811,2360960900,40.994985663509496,trunk,43,"LINESTRING(32.6576289 39.8808137,32.6572727 39.8805663)",17.390749205771982
123,124,2360960900,493137194,222.76973958342097,trunk,20,"LINESTRING(32.6572727 39.8805663,32.655337 39.879222)",17.43174419143549
124,125,493137194,2189335636,6.62878216322816,trunk,61,"LINESTRING(32.655337 39.879222,32.6552794 39.879182)",17.65451393101891
125,126,2189335636,2342959180,140.998871457596,trunk,49,"LINESTRING(32.6552794 39.879182,32.6540543 39.8783311)",17.66114271318214
126,127,2342959180,2342959159,104.43188816625401,trunk,61,"LINESTRING(32.6540543 39.8783311,32.6531469 39.8777009)",17.802141584639738
127,128,2342959159,2189335624,60.9981426360266,trunk,62,"LINESTRING(32.6531469 39.8777009,32.6526169 39.8773328)",17.90657347280599
128,129,2189335624,2189335621,85.67340917748079,trunk,61,"LINESTRING(32.6526169 39.8773328,32.6518725 39.8768158)",17.96757161544202
129,130,2189335621,4515097348,168.413807935025,trunk,61,"LINESTRING(32.6518725 39.8768158,32.6504092 39.8757995)",18.0532450246195
130,131,4515097348,2189335607,127.438409643724,trunk,58,"LINESTRING(32.6504092 39.8757995,32.6493019 39.8750305)",18.221658832554525
131,132,2189335607,2189274611,106.432089381223,trunk,62,"LINESTRING(32.6493019 39.8750305,32.6483772 39.8743882)",18.349097242198248
132,133,2189274611,2189335582,393.487852520888,trunk,65,"LINESTRING(32.6483772 39.8743882,32.6449589 39.8720133)",18.45552933157947
133,134,2189335582,2189335580,70.2132597351857,trunk,45,"LINESTRING(32.6449589 39.8720133,32.6443484 39.87159)",18.849017184100358
134,135,2189335580,308857381,65.836754167472,trunk,48,"LINESTRING(32.6443484 39.87159,32.6437722 39.8711963)",18.919230443835545
135,136,308857381,2189335578,6.033957881765111,trunk,47,"LINESTRING(32.6437722 39.8711963,32.6437172 39.8711622)",18.985067198003016
136,137,2189335578,5907074434,7.99956993259422,trunk,50,"LINESTRING(32.6437172 39.8711622,32.6436468 39.8711147)",18.99110115588478
137,138,5907074434,112227987,2.10346432616506,trunk,56,"LINESTRING(32.6436468 39.8711147,32.6436283 39.8711022)",18.999100725817375
138,139,112227987,164616832,77.8534313962494,trunk,60,"LINESTRING(32.6436283 39.8711022,32.6429304 39.8706513)",19.00120419014354
139,140,164616832,5038990085,4.99685178384553,trunk,49,"LINESTRING(32.6429304 39.8706513,32.6428874 39.8706208)",19.07905762153979
140,141,5038990085,164616883,120.547480785978,trunk,59,"LINESTRING(32.6428874 39.8706208,32.6418498 39.8698852)",19.084054473323636
141,142,164616883,5038990081,7.900055075947349,trunk,60,"LINESTRING(32.6418498 39.8698852,32.6417824 39.8698365)",19.204601954109613
142,143,5038990081,274900340,322.19470665665403,trunk,82,"LINESTRING(32.6417824 39.8698365,32.6390345 39.8678496)",19.21250200918556
143,144,274900340,243776164,278.30324660966096,trunk,82,"LINESTRING(32.6390345 39.8678496,32.6365452 39.8662329)",19.534696715842212
144,145,243776164,29474396,236.560392060338,trunk,91,"LINESTRING(32.6365452 39.8662329,32.6342332 39.8650595)",19.812999962451872
145,146,29474396,493138412,241.68796956416,trunk,86,"LINESTRING(32.6342332 39.8650595,32.6317127 39.8640688)",20.04956035451221
146,147,493138412,27046673,65.52216731543629,trunk,84,"LINESTRING(32.6317127 39.8640688,32.6310265 39.8638046)",20.29124832407637
147,148,27046673,493138684,124.499941390046,trunk,87,"LINESTRING(32.6310265 39.8638046,32.6297139 39.8633162)",20.356770491391806
148,149,493138684,205005040,142.522475998408,trunk,92,"LINESTRING(32.6297139 39.8633162,32.6282113 39.8627571)",20.48127043278185
149,150,205005040,29474379,278.24472196643995,trunk,92,"LINESTRING(32.6282113 39.8627571,32.6252587 39.8616964)",20.62379290878026
150,151,29474379,243775911,314.87263664752203,trunk,89,"LINESTRING(32.6252587 39.8616964,32.6219371 39.8604644)",20.9020376307467
151,152,243775911,2189274320,194.912818209292,trunk,95,"LINESTRING(32.6219371 39.8604644,32.6198861 39.8596937)",21.216910267394223
152,153,2189274320,29474380,139.43229296561,trunk,92,"LINESTRING(32.6198861 39.8596937,32.6184189 39.8591424)",21.411823085603515
153,154,29474380,29474381,362.26188478467697,trunk,95,"LINESTRING(32.6184189 39.8591424,32.6146048 39.8577135)",21.551255378569124
154,155,29474381,29474382,466.72631549296204,trunk,82,"LINESTRING(32.6146048 39.8577135,32.6096856 39.855881)",21.9135172633538
155,156,29474382,29474383,327.849518152431,trunk,69,"LINESTRING(32.6096856 39.855881,32.6062029 39.8546379)",22.380243578846763
156,157,29474383,27047855,172.457777840094,trunk,99,"LINESTRING(32.6062029 39.8546379,32.6045252 39.8537738)",22.708093096999193
157,158,27047855,2381256507,68.81190666914,trunk,91,"LINESTRING(32.6045252 39.8537738,32.6038588 39.8534256)",22.880550874839287
158,159,2381256507,2381256500,126.841769588273,trunk,91,"LINESTRING(32.6038588 39.8534256,32.6027114 39.8527008)",22.949362781508427
159,160,2381256500,662560924,32.728513749604,trunk,81,"LINESTRING(32.6027114 39.8527008,32.6024276 39.8525029)",23.0762045510967
160,161,662560924,662560925,110.939334527374,trunk,88,"LINESTRING(32.6024276 39.8525029,32.6014603 39.8518366)",23.108933064846305
161,162,662560925,1995887128,87.510899392078,trunk,78,"LINESTRING(32.6014603 39.8518366,32.6007249 39.8512883)",23.219872399373678
162,163,1995887128,662560927,110.38914514428998,trunk,88,"LINESTRING(32.6007249 39.8512883,32.5999009 39.8505232)",23.307383298765757
163,164,662560927,27047856,95.567975759757,trunk,90,"LINESTRING(32.5999009 39.8505232,32.5991821 39.8498643)",23.417772443910046
164,165,27047856,2381256509,36.107748249459206,trunk,78,"LINESTRING(32.5991821 39.8498643,32.5989194 39.8496098)",23.513340419669802
165,166,2381256509,1995887124,631.443695046493,trunk,81,"LINESTRING(32.5989194 39.8496098,32.5943253 39.8451593)",23.549448167919262
166,167,1995887124,2204798536,65.67288048149621,trunk,83,"LINESTRING(32.5943253 39.8451593,32.5938581 39.8446901)",24.180891862965755
167,168,2204798536,29474458,761.319422317141,trunk,86,"LINESTRING(32.5938581 39.8446901,32.5884427 39.8392506)",24.24656474344725
168,169,29474458,2204798522,136.902937203292,trunk,93,"LINESTRING(32.5884427 39.8392506,32.5875449 39.8382305)",25.00788416576439
169,170,2204798522,29474459,236.22602363885898,trunk,90,"LINESTRING(32.5875449 39.8382305,32.585863 39.8365437)",25.144787102967683
170,171,29474459,2204798474,255.84014864831101,trunk,88,"LINESTRING(32.585863 39.8365437,32.5840397 39.8347179)",25.381013126606543
171,172,2204798474,309903632,318.345147929095,trunk,105,"LINESTRING(32.5840397 39.8347179,32.5817709 39.8324461)",25.636853275254854
172,173,309903632,309903637,207.37122397009603,trunk,95,"LINESTRING(32.5817709 39.8324461,32.580286 39.8309704)",25.955198423183948
173,174,309903637,1499966818,178.160485518344,trunk,94,"LINESTRING(32.580286 39.8309704,32.5790505 39.8296793)",26.162569647154044
174,175,1499966818,29474461,37.946053209118396,trunk,97,"LINESTRING(32.5790505 39.8296793,32.5787409 39.8294345)",26.340730132672387
175,176,29474461,29474462,94.06999268937021,trunk,86,"LINESTRING(32.5787409 39.8294345,32.5780437 39.8287795)",26.378676185881506
176,177,29474462,1499966795,477.85211055787596,trunk,88,"LINESTRING(32.5780437 39.8287795,32.5747017 39.8253327)",26.472746178570876
177,178,1499966795,27047857,51.03446304782539,trunk,81,"LINESTRING(32.5747017 39.8253327,32.574359 39.8249567)",26.950598289128752
178,179,27047857,1499966782,168.100121062373,trunk,87,"LINESTRING(32.574359 39.8249567,32.5731435 39.8237676)",27.001632752176576
179,180,1499966782,1499966777,129.428629874315,trunk,87,"LINESTRING(32.5731435 39.8237676,32.5721178 39.8229107)",27.16973287323895
180,181,1499966777,1499966772,207.027398128545,trunk,82,"LINESTRING(32.5721178 39.8229107,32.5703902 39.8216046)",27.299161503113265
181,182,1499966772,29474464,21.757052490820303,trunk,94,"LINESTRING(32.5703902 39.8216046,32.5701902 39.8214834)",27.50618890124181
182,183,29474464,29474465,77.6799858929489,trunk,92,"LINESTRING(32.5701902 39.8214834,32.5695253 39.8210067)",27.52794595373263
183,184,29474465,2380594397,746.4192263995391,trunk,94,"LINESTRING(32.5695253 39.8210067,32.562913 39.8166173)",27.60562593962558
184,185,2380594397,27047858,125.157925589379,trunk,88,"LINESTRING(32.562913 39.8166173,32.5618043 39.8158813)",28.352045166025118
185,186,27047858,2356120923,152.191231454582,trunk,74,"LINESTRING(32.5618043 39.8158813,32.5604856 39.8149608)",28.477203091614495
186,187,2356120923,2381256503,474.946945017348,trunk,67,"LINESTRING(32.5604856 39.8149608,32.5563705 39.8120881)",28.62939432306908
187,188,2381256503,2381256504,110.653797823195,trunk,73,"LINESTRING(32.5563705 39.8120881,32.5554118 39.8114188)",29.104341268086426
188,189,2381256504,29474467,61.6346729240565,trunk,71,"LINESTRING(32.5554118 39.8114188,32.5548778 39.811046)",29.21499506590962
189,190,29474467,3799593339,722.22341293283,trunk,71,"LINESTRING(32.5548778 39.811046,32.5486623 39.8066427)",29.276629738833677
190,191,3799593339,2410112725,85.35561502226929,trunk,74,"LINESTRING(32.5486623 39.8066427,32.547894 39.8061519)",29.998853151766507
191,192,2410112725,29474468,314.282118676596,trunk,67,"LINESTRING(32.547894 39.8061519,32.5451709 39.8042513)",30.084208766788777
192,193,29474468,2381256510,454.974600227837,trunk,77,"LINESTRING(32.5451709 39.8042513,32.5411883 39.8015346)",30.39849088546537
193,194,2381256510,2381256514,427.026249815357,trunk,89,"LINESTRING(32.5411883 39.8015346,32.5374616 39.7989752)",30.853465485693206
194,195,2381256514,29474469,595.250717715773,trunk,83,"LINESTRING(32.5374616 39.7989752,32.5322078 39.7954591)",31.280491735508562
195,196,29474469,29474471,679.355070192731,trunk,82,"LINESTRING(32.5322078 39.7954591,32.5263342 39.7913409)",31.875742453224333
196,197,29474471,1914093443,175.020974582109,trunk,96,"LINESTRING(32.5263342 39.7913409,32.5247164 39.7903754)",32.55509752341707
197,198,1914093443,1914093397,278.198605621612,trunk,79,"LINESTRING(32.5247164 39.7903754,32.5221009 39.7888853)",32.73011849799918
198,199,1914093397,1914093302,335.102396335962,trunk,94,"LINESTRING(32.5221009 39.7888853,32.5189505 39.7870904)",33.00831710362079
199,200,1914093302,29474470,62.163215236266794,trunk,74,"LINESTRING(32.5189505 39.7870904,32.5183751 39.7867483)",33.34341949995675
200,201,29474470,27047859,840.3092978749809,trunk,87,"LINESTRING(32.5183751 39.7867483,32.5104045 39.7823219)",33.40558271519302
201,202,27047859,29474473,562.8048782016359,trunk,68,"LINESTRING(32.5104045 39.7823219,32.505093 39.7793292)",34.245892013068
202,203,29474473,29474472,92.6966732204138,trunk,83,"LINESTRING(32.505093 39.7793292,32.5042159 39.7788387)",34.80869689126964
203,204,29474472,29474476,568.40401606461,trunk,74,"LINESTRING(32.5042159 39.7788387,32.4988376 39.7758312)",34.90139356449006
204,205,29474476,29474475,88.42253461589,trunk,69,"LINESTRING(32.4988376 39.7758312,32.498001 39.7753633)",35.46979758055467
205,206,29474475,27047860,1595.12928416237,trunk,86,"LINESTRING(32.498001 39.7753633,32.4831172 39.7667077)",35.558220115170556
