start_node,finish_node,lengthm,speed,st_astext,road_type,last_updated
2389806699,2341629039,155.50352830182,82,"LINESTRING(32.6848651 39.8982831,32.6862744 39.8991701)",trunk,2019-05-14 00:38:44.371+00
2486055376,2389806716,70.0031650743941,74,"LINESTRING(32.683951 39.8977098,32.6845867 39.8981079)",trunk,2019-05-13 23:19:28.736+00
308856719,308856720,80.9086746906082,85,"LINESTRING(32.636755 39.866185,32.6375017 39.8666333)",trunk,2019-05-14 00:21:10.063+00
4754262478,404730047,12.1276519657196,74,"LINESTRING(32.8218266 39.914509,32.8216907 39.9144769)",primary,2019-05-14 00:02:02.613+00
112369370,112369506,590.991914003848,78,"LINESTRING(32.4342532 39.7511055,32.4405764 39.7532538)",trunk,2019-05-13 23:48:31.601+00
112365605,112365740,510.01469906085,100,"LINESTRING(32.2731498 39.7027705,32.2781815 39.7052305)",trunk,2019-05-13 22:58:18.513+00
2204798536,29474458,761.319422317141,86,"LINESTRING(32.5938581 39.8446901,32.5884427 39.8392506)",trunk,2019-05-13 23:43:59.065+00
112372136,2381256505,86.7279663199861,77,"LINESTRING(32.5368614 39.7981954,32.5376111 39.7987213)",trunk,2019-05-13 23:14:41.269+00
718670149,27046655,143.661062215462,92,"LINESTRING(32.7715303 39.9081518,32.7698478 39.9080923)",trunk,2019-05-13 23:28:18.66+00
2204798470,112374115,312.512610947736,80,"LINESTRING(32.5841468 39.8345504,32.5863525 39.8367932)",trunk,2019-05-13 23:40:27.746+00
29474502,2351271936,49.6864335971341,80,"LINESTRING(32.2690526 39.7008629,32.2686022 39.7005808)",trunk,2019-05-06 13:10:30.72+00
3557134026,2389806669,106.367203077722,78,"LINESTRING(32.6883033 39.9005677,32.6873212 39.8999783)",trunk,2019-05-13 23:22:41.254+00
2389806669,3557134123,304.180770742377,79,"LINESTRING(32.6873212 39.8999783,32.6845387 39.8982676)",trunk,2019-05-13 22:33:41.089+00
293950229,123588484,40.3042033756861,73,"LINESTRING(32.6980417 39.905175,32.6975769 39.9051098)",trunk,2019-05-13 23:52:09.196+00
5907074434,112227987,2.10346432616506,56,"LINESTRING(32.6436468 39.8711147,32.6436283 39.8711022)",trunk,2019-05-14 00:33:08.86+00
2189830516,29431523,168.57372747193,42,"LINESTRING(32.818176 39.9134756,32.8200593 39.9139357)",primary,2019-05-14 00:42:56.972+00
29474312,2272351637,324.468924424887,74,"LINESTRING(32.7253584 39.906105,32.7291541 39.9062974)",trunk,2019-05-13 22:57:23.901+00
112362526,112362557,184.782761327639,86,"LINESTRING(32.1939215 39.6269055,32.1948899 39.6283905)",trunk,2019-05-14 00:43:00.561+00
112368321,112368559,634.107557488712,86,"LINESTRING(32.3954765 39.7379405,32.4022731 39.7402221)",trunk,2019-05-14 00:43:01.148+00
29474501,29474502,500.977229016153,88,"LINESTRING(32.2739091 39.7033803,32.2690526 39.7008629)",trunk,2019-05-13 23:58:59.835+00
4754279538,4754279542,284.580256056577,74,"LINESTRING(32.8208598 39.9142874,32.8176745 39.9135252)",primary,2019-05-13 23:06:31.369+00
27046656,310043456,113.251174576287,69,"LINESTRING(32.7656191 39.9079208,32.7642914 39.9079114)",trunk,2019-05-13 22:58:47.143+00
27046632,4754239791,111.702899958104,53,"LINESTRING(32.835546 39.9162279,32.8342363 39.9162378)",primary,2019-05-14 00:43:06.598+00
309867963,27046656,156.790894376241,68,"LINESTRING(32.7674561 39.9079721,32.7656191 39.9079208)",trunk,2019-05-13 23:25:20.055+00
4813712986,4813712987,41.8863563653703,79,"LINESTRING(32.6697976 39.889029,32.6701747 39.8892702)",trunk,2019-05-14 00:31:15.846+00
112370116,112370188,287.271287913205,98,"LINESTRING(32.4621098 39.7604421,32.4653082 39.7612354)",trunk,2019-05-13 23:29:16.281+00
308843811,308843812,128.849036772999,51,"LINESTRING(32.1428217 39.5754417,32.1414283 39.5750067)",trunk,2019-05-06 12:05:04.971+00
2381256502,112372358,455.271246945473,90,"LINESTRING(32.5414296 39.8013335,32.5453198 39.804132)",trunk,2019-05-13 23:47:52.703+00
29474488,1914127272,129.076579472221,85,"LINESTRING(32.3518719 39.7241637,32.3504077 39.7238822)",trunk,2019-05-13 23:20:06.468+00
1914093397,1914093302,335.102396335962,94,"LINESTRING(32.5221009 39.7888853,32.5189505 39.7870904)",trunk,2019-05-14 00:41:20.751+00
29474494,27047867,704.030905867987,98,"LINESTRING(32.3194381 39.7182085,32.3114174 39.7167857)",trunk,2019-05-14 00:41:24.714+00
2354783623,2354783612,56.2562881702725,57,"LINESTRING(32.8385638 39.9159588,32.8392156 39.9158811)",primary,2019-05-14 00:41:25.118+00
27046654,718670149,143.319133499226,60,"LINESTRING(32.7732081 39.9082218,32.7715303 39.9081518)",trunk,2019-05-14 00:41:27.559+00
29474379,243775911,314.872636647522,89,"LINESTRING(32.6252587 39.8616964,32.6219371 39.8604644)",trunk,2019-05-14 00:00:52.278+00
4754279542,150546760,86.1676650261849,72,"LINESTRING(32.8176745 39.9135252,32.8167116 39.9132906)",trunk,2019-05-14 00:17:47.812+00
2491138748,164555462,19.201600570784,33,"LINESTRING(32.8441733 39.9151483,32.8439533 39.915185)",primary,2019-05-14 00:42:12.448+00
112374846,243775995,174.676892248597,92,"LINESTRING(32.617759 39.8587389,32.619599 39.8594265)",trunk,2019-05-13 23:50:01.196+00
2341629039,2358235511,72.4266659620163,82,"LINESTRING(32.6862744 39.8991701,32.6869338 39.8995804)",trunk,2019-05-13 23:50:03.176+00
112364447,112364483,175.597970249822,75,"LINESTRING(32.2368832 39.6775638,32.2380515 39.678862)",trunk,2019-05-13 23:50:08.495+00
1037720459,172994919,35.9738292750471,66,"LINESTRING(32.1616409 39.5834446,32.1620019 39.5836097)",trunk,2019-05-13 23:37:14.699+00
112371836,112371852,94.5704678461957,82,"LINESTRING(32.5266284 39.7913278,32.5274652 39.7918845)",trunk,2019-05-13 23:58:10.946+00
2389806679,288253817,80.8526727230623,89,"LINESTRING(32.6914752 39.9024577,32.6907202 39.9020181)",trunk,2019-05-14 00:06:33.986+00
62719584,29474313,409.356975661719,64,"LINESTRING(32.7145525 39.9056981,32.7193463 39.9058719)",trunk,2019-05-13 22:58:11.144+00
27046661,2355905375,426.959993827092,76,"LINESTRING(32.7451815 39.9071262,32.7401815 39.9069444)",trunk,2019-05-13 23:50:00.369+00
1499966818,29474461,37.9460532091184,97,"LINESTRING(32.5790505 39.8296793,32.5787409 39.8294345)",trunk,2019-05-13 23:24:05.747+00
112374512,112374548,251.001622181296,98,"LINESTRING(32.5980265 39.8484571,32.5998514 39.850227)",trunk,2019-05-13 23:46:13.38+00
2271280445,29431530,85.2504000152894,54,"LINESTRING(32.8314115 39.9160079,32.8324096 39.9160498)",primary,2019-05-13 23:20:54.736+00
2342959172,2382990799,416.071268114948,59,"LINESTRING(32.6541433 39.8781878,32.6577613 39.8806963)",trunk,2019-05-13 23:50:56.041+00
112374678,112374688,108.103674451654,86,"LINESTRING(32.6056918 39.8541348,32.6067887 39.8546207)",trunk,2019-05-13 23:50:58.843+00
29474465,2380594397,746.419226399539,94,"LINESTRING(32.5695253 39.8210067,32.562913 39.8166173)",trunk,2019-05-14 00:43:54.054+00
309701994,309701995,63.2055058602906,69,"LINESTRING(32.698455 39.9051033,32.6991933 39.9051517)",trunk,2019-05-14 00:43:55.414+00
4813712987,3548377655,56.0693305641765,57,"LINESTRING(32.6701747 39.8892702,32.6706581 39.8896118)",trunk,2019-05-14 00:43:55.894+00
309701983,2389806684,82.9750436856142,81,"LINESTRING(32.6908382 39.9019321,32.6915973 39.9023987)",trunk,2019-05-14 00:43:56.118+00
4420623586,293438432,139.956446555287,43,"LINESTRING(32.8068309 39.9108274,32.8083955 39.9112068)",trunk,2019-05-14 00:26:28.202+00
27046673,493138684,124.499941390046,87,"LINESTRING(32.6310265 39.8638046,32.6297139 39.8633162)",trunk,2019-05-14 00:43:59.288+00
308856717,243775864,120.287261635778,91,"LINESTRING(32.6337772 39.8647219,32.6350091 39.8652474)",trunk,2019-05-13 22:48:58.114+00
29474313,2341629263,179.268370614201,70,"LINESTRING(32.7193463 39.9058719,32.7214453 39.9059533)",trunk,2019-05-13 23:51:37.468+00
308856715,205004957,294.973117321607,93,"LINESTRING(32.6235848 39.860946,32.6267176 39.862066)",trunk,2019-05-13 23:51:37.473+00
1499966782,1499966777,129.428629874315,87,"LINESTRING(32.5731435 39.8237676,32.5721178 39.8229107)",trunk,2019-05-13 23:51:37.701+00
27047874,29474513,253.864966050158,98,"LINESTRING(32.1963181 39.6307177,32.1947728 39.6287694)",trunk,2019-05-14 00:33:54.037+00
112361300,112361327,64.3787285462452,92,"LINESTRING(32.1706642 39.5894351,32.1710699 39.5899224)",trunk,2019-05-13 23:36:29.098+00
112361239,112361300,100.166019363561,93,"LINESTRING(32.1699745 39.5887078,32.1706642 39.5894351)",trunk,2019-05-13 22:42:26.828+00
27047857,1499966782,168.100121062373,87,"LINESTRING(32.574359 39.8249567,32.5731435 39.8237676)",trunk,2019-05-13 23:51:49.045+00
2189274505,308856723,37.3280961518072,83,"LINESTRING(32.6385917 39.8673528,32.6389233 39.8675717)",trunk,2019-05-13 23:51:50.142+00
27046664,310043470,910.989993406113,76,"LINESTRING(32.7267222 39.906403,32.7160594 39.9059359)",trunk,2019-05-13 23:51:50.252+00
2389806676,2389806681,68.0797431170869,82,"LINESTRING(32.6925897 39.9031353,32.6919704 39.9027491)",trunk,2019-05-13 23:52:07.139+00
61770431,2272351639,234.639503669427,80,"LINESTRING(32.7351793 39.9067282,32.7324328 39.9066094)",trunk,2019-05-13 23:52:09.907+00
123588128,293950225,325.229938549377,53,"LINESTRING(32.7030779 39.905436,32.6992717 39.9052633)",trunk,2019-05-13 23:52:10.022+00
2342959596,205005049,273.983436078945,36,"LINESTRING(32.6623731 39.8838936,32.6647558 39.8855454)",trunk,2019-05-13 23:52:10.382+00
310043470,27046665,132.619089184881,60,"LINESTRING(32.7160594 39.9059359,32.7145073 39.9058659)",trunk,2019-05-13 23:52:10.494+00
123588484,293950233,60.8779219565646,82,"LINESTRING(32.6975769 39.9051098,32.69688 39.9049917)",trunk,2019-05-13 23:52:10.672+00
2272351639,27046664,487.63681053536,81,"LINESTRING(32.7324328 39.9066094,32.7267222 39.906403)",trunk,2019-05-13 23:52:11.486+00
27046655,309867963,204.43740481958,72,"LINESTRING(32.7698478 39.9080923,32.7674561 39.9079721)",trunk,2019-05-13 23:52:11.819+00
2344081828,4755304978,115.805242494852,34,"LINESTRING(32.84481 39.9149618,32.846139 39.9147483)",primary,2019-05-13 23:52:13.182+00
112372638,112372724,236.852094572378,91,"LINESTRING(32.5526465 39.8091487,32.5547015 39.8105788)",trunk,2019-05-13 22:51:09.37+00
29474304,2189698801,58.2597663368035,65,"LINESTRING(32.7644237 39.9077376,32.7651061 39.9077602)",trunk,2019-05-13 23:52:15.592+00
1914126989,1914126885,512.732713908158,64,"LINESTRING(32.2155851 39.6531743,32.2122937 39.649322)",trunk,2019-05-13 23:52:17.181+00
2422382723,276961406,152.803365376825,62,"LINESTRING(32.8362441 39.916104,32.8380307 39.9160006)",primary,2019-05-13 23:52:18.659+00
112368028,1914127328,689.110081480002,93,"LINESTRING(32.3773599 39.7317755,32.3847287 39.7342842)",trunk,2019-05-13 23:59:23.855+00
112372724,112372888,591.950974446765,91,"LINESTRING(32.5547015 39.8105788,32.5598698 39.8141255)",trunk,2019-05-13 23:22:34.858+00
818678177,288704308,98.0487574578737,63,"LINESTRING(32.8125517 39.9123523,32.8114487 39.9121038)",trunk,2019-05-13 22:49:38.984+00
2389806716,2389806699,30.7174948939467,78,"LINESTRING(32.6845867 39.8981079,32.6848651 39.8982831)",trunk,2019-05-13 23:26:56.846+00
277130673,2491138748,96.7959465262306,33,"LINESTRING(32.8452886 39.914987,32.8441733 39.9151483)",primary,2019-05-14 00:44:18.165+00
1914127352,1914127326,688.731139434958,90,"LINESTRING(32.3911151 39.7366519,32.383744 39.7341552)",trunk,2019-05-14 00:21:28.419+00
1914127328,112368141,200.851723519549,83,"LINESTRING(32.3847287 39.7342842,32.3868765 39.7350154)",trunk,2019-05-14 00:44:24.454+00
2356120923,2381256503,474.946945017348,67,"LINESTRING(32.5604856 39.8149608,32.5563705 39.8120881)",trunk,2019-05-14 00:02:20.566+00
29474491,29474492,102.556200773633,81,"LINESTRING(32.3312101 39.7203584,32.3300416 39.7201514)",trunk,2019-05-13 23:39:59.664+00
2970275047,2970275029,430.99851279677,84,"LINESTRING(32.3291299 39.7199923,32.32422 39.7191199)",trunk,2019-05-14 00:41:04.201+00
718670146,2355882576,28.0826865675551,71,"LINESTRING(32.7753849 39.9083083,32.7750561 39.9082952)",trunk,2019-05-14 00:45:03.246+00
112374115,2204798520,140.520918553988,92,"LINESTRING(32.5863525 39.8367932,32.5873453 39.8378011)",trunk,2019-05-13 23:52:44.631+00
29474314,288241806,41.8939977007201,59,"LINESTRING(32.7112239 39.9055774,32.7117145 39.9055952)",trunk,2019-05-13 23:27:32.592+00
29474382,29474383,327.849518152431,69,"LINESTRING(32.6096856 39.855881,32.6062029 39.8546379)",trunk,2019-05-06 12:12:55.801+00
309701992,309701993,56.526656946602,70,"LINESTRING(32.6971133 39.9049233,32.6977617 39.9050283)",trunk,2019-05-14 00:39:32.457+00
2358235549,309701991,96.6784108978478,81,"LINESTRING(32.6954477 39.904467,32.6965017 39.9047867)",trunk,2019-05-13 23:22:36.334+00
2360960874,449553811,38.5631651982011,32,"LINESTRING(32.657964 39.8810464,32.6576289 39.8808137)",trunk,2019-05-14 00:22:53.19+00
112367456,4087652476,337.000151728857,93,"LINESTRING(32.3449014 39.7226905,32.3487348 39.7233919)",trunk,2019-05-13 23:58:58.287+00
4087652476,1914127277,382.963225185415,88,"LINESTRING(32.3487348 39.7233919,32.3530911 39.7241889)",trunk,2019-05-14 00:03:52.456+00
2189698802,2378421843,0.316374930380313,77,"LINESTRING(32.7679884 39.9078431,32.7679921 39.9078433)",trunk,2019-05-13 23:05:19.501+00
29474472,29474476,568.40401606461,74,"LINESTRING(32.5042159 39.7788387,32.4988376 39.7758312)",trunk,2019-05-13 23:29:13.492+00
2389806665,2389806696,53.0629183874459,89,"LINESTRING(32.6938089 39.903883,32.6933046 39.9036036)",trunk,2019-05-13 22:50:04.803+00
29474383,27047855,172.457777840094,99,"LINESTRING(32.6062029 39.8546379,32.6045252 39.8537738)",trunk,2019-05-13 23:56:50.617+00
112365057,2351592357,334.376437492455,85,"LINESTRING(32.2574332 39.6927921,32.2603459 39.694797)",trunk,2019-05-13 22:59:16.43+00
112374572,1995887130,34.1300412149219,103,"LINESTRING(32.6012712 39.8514626,32.6015597 39.8516751)",trunk,2019-05-14 00:21:33.213+00
27046662,61770431,241.722787688211,80,"LINESTRING(32.7380096 39.9068379,32.7351793 39.9067282)",trunk,2019-05-14 00:21:23.156+00
2360907296,29285800,28.4905004208136,73,"LINESTRING(32.7827976 39.9084629,32.7831308 39.9084809)",trunk,2019-05-14 00:21:23.977+00
112374880,308856715,230.36796475082,102,"LINESTRING(32.6211762 39.8600112,32.6235848 39.860946)",trunk,2019-05-14 00:21:29.377+00
112374650,112374667,143.074044462818,78,"LINESTRING(32.6036892 39.853063,32.6050427 39.8538219)",trunk,2019-05-14 00:21:33.093+00
112071580,2358235512,196.793720163807,76,"LINESTRING(32.6872601 39.8997904,32.6891031 39.9008549)",trunk,2019-05-14 00:21:33.093+00
2272351637,29474311,213.579165897846,84,"LINESTRING(32.7291541 39.9062974,32.7316526 39.906424)",trunk,2019-05-14 00:21:33.096+00
205005044,243775533,123.063650532748,101,"LINESTRING(32.6277744 39.8624696,32.6290619 39.8629678)",trunk,2019-05-13 23:59:26.186+00
2354679469,2189674218,32.596780662103,62,"LINESTRING(32.8212955 39.9143915,32.8209306 39.9143043)",primary,2019-05-13 23:52:08.86+00
2380594397,27047858,125.157925589379,88,"LINESTRING(32.562913 39.8166173,32.5618043 39.8158813)",trunk,2019-05-13 23:57:25.293+00
4510939414,308857383,14.5778971170252,39,"LINESTRING(32.6440541 39.8711747,32.6441788 39.8712643)",trunk,2019-05-14 00:22:23.954+00
1995887130,112374591,61.6316626284038,83,"LINESTRING(32.6015597 39.8516751,32.6020848 39.8520555)",trunk,2019-05-14 00:22:51.659+00
2189335580,308857381,65.836754167472,48,"LINESTRING(32.6443484 39.87159,32.6437722 39.8711963)",trunk,2019-05-14 00:22:52.365+00
27047876,1421882277,106.581998240519,88,"LINESTRING(32.1721931 39.5917021,32.1716096 39.5908556)",trunk,2019-05-14 00:23:22.253+00
29474462,1499966795,477.852110557876,88,"LINESTRING(32.5780437 39.8287795,32.5747017 39.8253327)",trunk,2019-05-13 22:51:08.782+00
3445223330,29285802,105.270809777251,62,"LINESTRING(32.784529 39.9085261,32.7857614 39.9085773)",trunk,2019-05-13 22:51:16.517+00
4755304978,164555700,217.231737626126,55,"LINESTRING(32.846139 39.9147483,32.8486301 39.914341)",primary,2019-05-13 22:52:49.138+00
2840342490,2840342480,323.80485631972,59,"LINESTRING(32.7905489 39.908791,32.7943404 39.908938)",trunk,2019-05-13 22:52:50.334+00
4872855506,4218662729,64.7926344602104,82,"LINESTRING(32.7991795 39.9094321,32.798428 39.909347)",trunk,2019-05-13 22:52:56.354+00
2555602965,2360960876,317.426589146413,90,"LINESTRING(32.6830065 39.8973203,32.6800966 39.8955412)",trunk,2019-05-13 22:52:56.36+00
4420623583,2355882602,87.9141666712586,64,"LINESTRING(32.797271 39.9092428,32.7962437 39.9091784)",trunk,2019-05-13 22:53:00.005+00
818678129,29473991,98.3549115959285,43,"LINESTRING(32.8125962 39.9121923,32.8136994 39.9124499)",trunk,2019-05-13 22:53:00.191+00
1995887124,2204798536,65.6728804814962,83,"LINESTRING(32.5943253 39.8451593,32.5938581 39.8446901)",trunk,2019-05-13 23:47:51.289+00
2840186012,3445223330,91.2684739364848,52,"LINESTRING(32.7834596 39.9084977,32.784529 39.9085261)",trunk,2019-05-13 23:51:48.935+00
112370560,112370575,72.0026693857125,95,"LINESTRING(32.4795783 39.7648521,32.4803315 39.7651421)",trunk,2019-05-13 23:56:11.808+00
29474288,123588065,257.602738002316,62,"LINESTRING(32.7075989 39.905595,32.7045814 39.9055002)",trunk,2019-05-13 23:05:41.96+00
112373817,2204798470,264.274484593753,96,"LINESTRING(32.5822816 39.8326538,32.5841468 39.8345504)",trunk,2019-05-13 23:33:43.849+00
29431523,4755276052,172.167526234628,42,"LINESTRING(32.8200593 39.9139357,32.8219816 39.9144084)",primary,2019-05-14 00:24:22.769+00
308856792,29431517,15.8056171573481,43,"LINESTRING(32.8107343 39.9117573,32.8109103 39.9118018)",trunk,2019-05-14 00:25:17.117+00
2389806687,2389806702,65.0947953139495,74,"LINESTRING(32.6940625 39.9038664,32.6947164 39.9041682)",trunk,2019-05-13 23:31:13.856+00
4420623553,29284966,0.011119508153297,69,"LINESTRING(32.7862084 39.9084664,32.7862084 39.9084665)",primary,2019-05-13 22:43:57.25+00
2389806698,2389806673,53.8420753296632,85,"LINESTRING(32.6949134 39.9043828,32.69436 39.9041499)",trunk,2019-05-06 11:38:19.454+00
2381256510,2381256514,427.026249815357,89,"LINESTRING(32.5411883 39.8015346,32.5374616 39.7989752)",trunk,2019-05-13 23:39:59.277+00
2627119633,112374697,19.3566275276641,100,"LINESTRING(32.6076653 39.8549656,32.6078671 39.855045)",trunk,2019-05-13 23:51:44.042+00
29474517,4087676578,45.954251808481,87,"LINESTRING(32.2804978 39.7065494,32.2800399 39.7063333)",trunk,2019-05-14 00:35:58.399+00
112360996,112361025,82.7636015979593,70,"LINESTRING(32.1651562 39.5851117,32.1658801 39.5856044)",trunk,2019-05-13 22:35:23.169+00
3799593339,2410112725,85.3556150222693,74,"LINESTRING(32.5486623 39.8066427,32.547894 39.8061519)",trunk,2019-05-13 23:55:10.095+00
1914127272,380974618,8.19059442357567,78,"LINESTRING(32.3504077 39.7238822,32.350315 39.7238637)",trunk,2019-05-13 23:59:32.166+00
112365740,112365862,332.682906597977,87,"LINESTRING(32.2781815 39.7052305,32.2814649 39.7068338)",trunk,2019-05-14 00:33:28.844+00
112370966,112371125,624.750122652773,73,"LINESTRING(32.4935097 39.7723721,32.4993849 39.7757154)",trunk,2019-05-14 00:13:31.115+00
112370528,1516644699,78.0903592975155,95,"LINESTRING(32.4780432 39.7643355,32.4788801 39.7646172)",trunk,2019-05-13 23:59:04.446+00
112370662,112370966,1093.31908053951,87,"LINESTRING(32.4832215 39.7665288,32.4935097 39.7723721)",trunk,2019-05-13 23:33:40.563+00
1397577714,172995414,33.1068146659467,27,"LINESTRING(32.1448068 39.5759738,32.1451404 39.5761239)",trunk,2019-05-13 23:20:55.206+00
2389806677,2486055376,93.2891574257096,86,"LINESTRING(32.6830855 39.897197,32.683951 39.8977098)",trunk,2019-05-14 00:07:19.134+00
2389806721,112102785,327.68405651274,91,"LINESTRING(32.6757546 39.8927592,32.6787748 39.8945799)",trunk,2019-05-13 23:35:24.872+00
112373083,2356211502,405.448864670814,76,"LINESTRING(32.5661948 39.8184905,32.569733 39.8209216)",trunk,2019-05-13 23:20:33.653+00
2355905375,27046662,185.633393377813,68,"LINESTRING(32.7401815 39.9069444,32.7380096 39.9068379)",trunk,2019-05-14 00:07:22.563+00
29474492,2970275047,79.9580708718431,79,"LINESTRING(32.3300416 39.7201514,32.3291299 39.7199923)",trunk,2019-04-30 12:21:02.006+00
309903632,309903637,207.371223970096,95,"LINESTRING(32.5817709 39.8324461,32.580286 39.8309704)",trunk,2019-05-13 23:36:26.96+00
2186060059,112273426,76.0967455154658,60,"LINESTRING(32.1414616 39.5748322,32.1422917 39.575075)",trunk,2019-05-13 22:52:51.822+00
2186093034,29474777,9.58845367087857,44,"LINESTRING(32.1474162 39.5774252,32.1473193 39.5773821)",trunk,2019-05-06 11:50:24.73+00
2389806692,2455029362,100.198474364513,88,"LINESTRING(32.6756453 39.8928603,32.6747175 39.8923078)",trunk,2019-05-13 23:20:38.187+00
4510939410,2382990804,7.02349127341572,68,"LINESTRING(32.6437939 39.8709927,32.6438556 39.8710345)",trunk,2019-05-14 00:21:24.574+00
493119317,308856741,368.918075681074,59,"LINESTRING(32.6452839 39.8720218,32.6485025 39.8742367)",trunk,2019-05-13 23:51:48.341+00
2840342480,2341574945,69.2748092338369,67,"LINESTRING(32.7943404 39.908938,32.7951513 39.9089731)",trunk,2019-05-13 23:07:10.321+00
112369506,2204797568,462.721129753195,88,"LINESTRING(32.4405764 39.7532538,32.4455305 39.7549303)",trunk,2019-05-13 23:56:14.17+00
148985942,29474306,92.6860744108559,88,"LINESTRING(32.7563827 39.9073997,32.7574676 39.9074469)",trunk,2019-05-14 00:29:18.956+00
29285806,29285825,192.854175626206,55,"LINESTRING(32.7865188 39.9086074,32.7887768 39.9086974)",trunk,2019-05-13 23:52:11.817+00
493119321,4510939410,1.54073478923387,59,"LINESTRING(32.6437804 39.8709835,32.6437939 39.8709927)",trunk,2019-05-14 00:22:20.884+00
665879120,29431520,109.117545523032,59,"LINESTRING(32.8149743 39.9127462,32.8161987 39.9130308)",trunk,2019-05-13 23:09:17.073+00
29474380,29474381,362.261884784677,95,"LINESTRING(32.6184189 39.8591424,32.6146048 39.8577135)",trunk,2019-05-14 00:32:18.157+00
29474469,29474471,679.355070192731,82,"LINESTRING(32.5322078 39.7954591,32.5263342 39.7913409)",trunk,2019-05-13 22:59:47.515+00
164616883,5038990081,7.90005507594735,60,"LINESTRING(32.6418498 39.8698852,32.6417824 39.8698365)",trunk,2019-05-13 23:40:34.196+00
2389806681,2389806679,53.2376152318579,86,"LINESTRING(32.6919704 39.9027491,32.6914752 39.9024577)",trunk,2019-05-13 23:52:09.544+00
2189335582,2189335580,70.2132597351857,45,"LINESTRING(32.6449589 39.8720133,32.6443484 39.87159)",trunk,2019-05-14 00:28:34.06+00
2381256514,29474469,595.250717715773,83,"LINESTRING(32.5374616 39.7989752,32.5322078 39.7954591)",trunk,2019-05-13 23:09:16.028+00
29474471,1914093443,175.020974582109,96,"LINESTRING(32.5263342 39.7913409,32.5247164 39.7903754)",trunk,2019-05-13 23:20:58.767+00
112374697,112374713,106.912788784398,75,"LINESTRING(32.6078671 39.855045,32.6089775 39.8554898)",trunk,2019-05-13 23:03:05.464+00
1516644699,112370560,65.1431174995654,86,"LINESTRING(32.4788801 39.7646172,32.4795783 39.7648521)",trunk,2019-05-13 23:56:12.722+00
29451060,4755276057,123.431465085383,71,"LINESTRING(32.829181 39.9158227,32.8306179 39.9159554)",primary,2019-05-13 23:32:49.668+00
27046641,2355882577,68.2636886070491,78,"LINESTRING(32.7767073 39.9083606,32.7759082 39.9083266)",trunk,2019-05-14 00:33:13.966+00
2358235511,112071580,36.3326714991377,74,"LINESTRING(32.6869338 39.8995804,32.6872601 39.8997904)",trunk,2019-05-13 22:59:13.233+00
308844136,1397577716,36.6232310222153,16,"LINESTRING(32.1450731 39.5763945,32.1447012 39.5762323)",trunk,2019-05-06 13:01:54.367+00
150546760,818678211,50.1595667426927,73,"LINESTRING(32.8167116 39.9132906,32.816145 39.9131697)",trunk,2019-05-14 00:43:49.105+00
112374667,112374678,65.4267989273273,95,"LINESTRING(32.6050427 39.8538219,32.6056918 39.8541348)",trunk,2019-05-14 00:22:23.148+00
4754236192,277130673,77.048124869111,46,"LINESTRING(32.84617 39.914835,32.8452886 39.914987)",primary,2019-05-14 00:43:49.196+00
1914127490,29474485,148.618980436975,104,"LINESTRING(32.4120887 39.7437708,32.4104959 39.7432356)",trunk,2019-05-06 12:49:56.248+00
112370104,112370116,70.6478383245519,88,"LINESTRING(32.4613298 39.760232,32.4621098 39.7604421)",trunk,2019-05-13 23:29:36.845+00
1397577716,308843810,71.3287285113417,31,"LINESTRING(32.1447012 39.5762323,32.1439933 39.575895)",trunk,2019-05-06 12:46:54.656+00
2389806684,2389806703,55.5473913841585,77,"LINESTRING(32.6915973 39.9023987,32.6921045 39.902712)",trunk,2019-05-13 23:47:12.392+00
2356121080,112373083,262.451808061565,75,"LINESTRING(32.5639012 39.8169197,32.5661948 39.8184905)",trunk,2019-05-13 23:49:13.738+00
3439221762,29474499,1079.8824374315,89,"LINESTRING(32.2926047 39.7124497,32.2819235 39.7072731)",trunk,2019-05-13 22:50:07.749+00
29474468,2381256510,454.974600227837,77,"LINESTRING(32.5451709 39.8042513,32.5411883 39.8015346)",trunk,2019-05-14 00:39:31.87+00
27047880,1397577714,21.0954665531145,53,"LINESTRING(32.1445942 39.5758782,32.1448068 39.5759738)",trunk,2019-05-13 23:52:12.942+00
172994919,1037720890,83.9401432809844,72,"LINESTRING(32.1620019 39.5836097,32.1628465 39.583992)",trunk,2019-05-13 23:52:08.859+00
4087676578,29474500,72.6259554125984,55,"LINESTRING(32.2800399 39.7063333,32.2793163 39.7059917)",trunk,2019-05-14 00:23:47.538+00
164616832,5038990085,4.99685178384553,49,"LINESTRING(32.6429304 39.8706513,32.6428874 39.8706208)",trunk,2019-05-13 23:31:14.341+00
172995414,243776389,101.540739526023,39,"LINESTRING(32.1451404 39.5761239,32.1461125 39.5766459)",trunk,2019-05-13 23:08:06.202+00
112361025,112361086,126.154748101667,70,"LINESTRING(32.1658801 39.5856044,32.1670251 39.5863175)",trunk,2019-05-13 23:05:23.14+00
2344081845,4755304977,116.756174516275,50,"LINESTRING(32.8421228 39.9154157,32.8434629 39.9152011)",primary,2019-04-18 18:15:33.023+00
2360960881,27046672,41.8169819006543,45,"LINESTRING(32.6584094 39.8813615,32.6580498 39.881106)",trunk,2019-05-14 00:05:55.656+00
29474507,29474508,557.377538041274,50,"LINESTRING(32.2253245 39.6645144,32.2217524 39.6603234)",trunk,2019-04-22 10:57:36.113+00
