segment_id,start_node,finish_node,lengthm,road_type,speed,st_astext
1181,112374572,1995887130,34.1300412149219,trunk,103,"LINESTRING(32.6012712 39.8514626,32.6015597 39.8516751)"
1182,1995887130,112374591,61.6316626284038,trunk,83,"LINESTRING(32.6015597 39.8516751,32.6020848 39.8520555)"
1183,112374591,112374626,51.8393352653974,trunk,98,"LINESTRING(32.6020848 39.8520555,32.6025365 39.8523671)"
1184,112374626,112374632,51.9828778127947,trunk,92,"LINESTRING(32.6025365 39.8523671,32.6029999 39.8526704)"
1185,112374632,112374650,73.2670252172229,trunk,77,"LINESTRING(32.6029999 39.8526704,32.6036892 39.853063)"
1186,112374650,112374667,143.074044462818,trunk,78,"LINESTRING(32.6036892 39.853063,32.6050427 39.8538219)"
1187,112374667,112374678,65.4267989273273,trunk,95,"LINESTRING(32.6050427 39.8538219,32.6056918 39.8541348)"
1188,112374678,112374688,108.103674451654,trunk,86,"LINESTRING(32.6056918 39.8541348,32.6067887 39.8546207)"
1189,112374688,2627119633,84.0832475334264,trunk,80,"LINESTRING(32.6067887 39.8546207,32.6076653 39.8549656)"
1190,2627119633,112374697,19.3566275276641,trunk,100,"LINESTRING(32.6076653 39.8549656,32.6078671 39.855045)"
1191,112374697,112374713,106.912788784398,trunk,75,"LINESTRING(32.6078671 39.855045,32.6089775 39.8554898)"
1192,112374713,112374743,169.146398073664,trunk,102,"LINESTRING(32.6089775 39.8554898,32.6107531 39.8561651)"
1193,112374743,112374846,662.964471000057,trunk,103,"LINESTRING(32.6107531 39.8561651,32.617759 39.8587389)"
1194,112374846,243775995,174.676892248597,trunk,92,"LINESTRING(32.617759 39.8587389,32.619599 39.8594265)"
1195,243775995,112374880,149.499684565262,trunk,87,"LINESTRING(32.619599 39.8594265,32.6211762 39.8600112)"
1196,112374880,308856715,230.36796475082,trunk,102,"LINESTRING(32.6211762 39.8600112,32.6235848 39.860946)"
1197,308856715,205004957,294.973117321607,trunk,93,"LINESTRING(32.6235848 39.860946,32.6267176 39.862066)"
1198,205004957,205005044,100.747670231157,trunk,90,"LINESTRING(32.6267176 39.862066,32.6277744 39.8624696)"
1199,205005044,243775533,123.063650532748,trunk,101,"LINESTRING(32.6277744 39.8624696,32.6290619 39.8629678)"
1200,243775533,308856716,301.883580554024,trunk,92,"LINESTRING(32.6290619 39.8629678,32.6322591 39.8641289)"
1201,308856716,308856717,145.38212033552,trunk,88,"LINESTRING(32.6322591 39.8641289,32.6337772 39.8647219)"
1202,308856717,243775864,120.287261635778,trunk,91,"LINESTRING(32.6337772 39.8647219,32.6350091 39.8652474)"
1203,243775864,308856718,104.233916805909,trunk,98,"LINESTRING(32.6350091 39.8652474,32.6360305 39.8657613)"
1204,308856718,308856719,77.7375689751703,trunk,88,"LINESTRING(32.6360305 39.8657613,32.636755 39.866185)"
1205,308856719,308856720,80.9086746906082,trunk,85,"LINESTRING(32.636755 39.866185,32.6375017 39.8666333)"
1206,308856720,2189274505,122.698165478684,trunk,87,"LINESTRING(32.6375017 39.8666333,32.6385917 39.8673528)"
1207,2189274505,308856723,37.3280961518072,trunk,83,"LINESTRING(32.6385917 39.8673528,32.6389233 39.8675717)"
1208,308856723,308856735,438.428347344199,trunk,66,"LINESTRING(32.6389233 39.8675717,32.6427233 39.870225)"
1209,308856735,4510939415,106.228635532797,trunk,49,"LINESTRING(32.6427233 39.870225,32.6436326 39.8708774)"
1210,4510939415,493119321,17.2709732568527,trunk,60,"LINESTRING(32.6436326 39.8708774,32.6437804 39.8709835)"
1211,493119321,4510939410,1.54073478923387,trunk,59,"LINESTRING(32.6437804 39.8709835,32.6437939 39.8709927)"
1212,4510939410,2382990804,7.02349127341572,trunk,68,"LINESTRING(32.6437939 39.8709927,32.6438556 39.8710345)"
1213,2382990804,4510939411,7.07852359409085,trunk,59,"LINESTRING(32.6438556 39.8710345,32.6439177 39.8710767)"
1214,4510939411,4510939414,15.9451706590935,trunk,59,"LINESTRING(32.6439177 39.8710767,32.6440541 39.8711747)"
