segment_id,start_node,end_node,given_length,road_type,speed,st_astext,startLat,startLon,endLat,endLon,dir,calc_length,distance_from_start
283,29474511,27047874,719.75929903996,trunk,93,"LINESTRING(32.2009596 39.6361141,32.1963181 39.6307177)",39.6361141,32.2009596,39.6307177,32.1963181,1,719.802703708102,66320.7972612751
284,27047874,29474513,253.864966050158,trunk,98,"LINESTRING(32.1963181 39.6307177,32.1947728 39.6287694)",39.6307177,32.1963181,39.6287694,32.1947728,1,253.880275230072,67040.5999649832
285,29474513,29474512,525.755993276135,trunk,82,"LINESTRING(32.1947728 39.6287694,32.1921581 39.6244915)",39.6287694,32.1947728,39.6244915,32.1921581,1,525.787698687155,67294.4802402133
286,29474512,1914126849,456.210310884154,trunk,72,"LINESTRING(32.1921581 39.6244915,32.1899001 39.6207756)",39.6244915,32.1921581,39.6207756,32.1899001,1,456.23782238303,67820.2679389004
287,1914126849,29474514,210.762552091677,trunk,70,"LINESTRING(32.1899001 39.6207756,32.188857 39.6190589)",39.6207756,32.1899001,39.6190589,32.188857,1,210.775262005453,68276.5057612835
288,29474514,1914126821,412.550114714641,trunk,82,"LINESTRING(32.188857 39.6190589,32.1868117 39.6156999)",39.6190589,32.188857,39.6156999,32.1868117,1,412.574993310645,68487.2810232889
289,1914126821,27047875,504.414480385109,trunk,73,"LINESTRING(32.1868117 39.6156999,32.1843112 39.6115929)",39.6156999,32.1868117,39.6115929,32.1843112,1,504.444898808541,68899.8560165996
290,27047875,1037719785,986.587536685851,trunk,71,"LINESTRING(32.1843112 39.6115929,32.1793618 39.6035815)",39.6115929,32.1843112,39.6035815,32.1793618,1,986.647032276501,69404.3009154081
291,1037719785,1037721738,241.050391715779,trunk,95,"LINESTRING(32.1793618 39.6035815,32.1781526 39.6016241)",39.6035815,32.1793618,39.6016241,32.1781526,1,241.064928120202,70390.9479476846
292,1037721738,27047876,1215.71071406611,trunk,76,"LINESTRING(32.1781526 39.6016241,32.1721931 39.5917021)",39.6016241,32.1781526,39.5917021,32.1721931,1,1215.78402679742,70632.0128758048
293,27047876,1421882277,106.581998240519,trunk,88,"LINESTRING(32.1721931 39.5917021,32.1716096 39.5908556)",39.5917021,32.1721931,39.5908556,32.1716096,1,106.588425606264,71847.7969026022
294,1421882277,29474515,128.684040304921,trunk,77,"LINESTRING(32.1716096 39.5908556,32.1708012 39.5898803)",39.5908556,32.1716096,39.5898803,32.1708012,1,128.691800521527,71954.3853282085
295,29474515,1421882238,165.126561553791,trunk,91,"LINESTRING(32.1708012 39.5898803,32.1696623 39.5886824)",39.5898803,32.1708012,39.5886824,32.1696623,1,165.136519415558,72083.07712873
296,1421882238,27047877,133.203549276594,trunk,96,"LINESTRING(32.1696623 39.5886824,32.1686683 39.5877614)",39.5886824,32.1696623,39.5877614,32.1686683,1,133.211582039574,72248.2136481456
297,27047877,29474516,247.722219787716,trunk,88,"LINESTRING(32.1686683 39.5877614,32.1665607 39.5862366)",39.5877614,32.1686683,39.5862366,32.1665607,1,247.737158532871,72381.4252301852
298,29474516,1421882183,175.163956564728,trunk,96,"LINESTRING(32.1665607 39.5862366,32.1649646 39.5852525)",39.5862366,32.1665607,39.5852525,32.1649646,1,175.174519725794,72629.162388718
299,1421882183,27047878,119.130087409608,trunk,75,"LINESTRING(32.1649646 39.5852525,32.1638095 39.5846564)",39.5852525,32.1649646,39.5846564,32.1638095,1,119.137271480611,72804.3369084438
300,27047878,1037720681,61.6336743155318,trunk,96,"LINESTRING(32.1638095 39.5846564,32.1631676 39.5844064)",39.5846564,32.1638095,39.5844064,32.1631676,1,61.6373910986058,72923.4741799244
301,1037720681,1037720261,45.6843766557456,trunk,96,"LINESTRING(32.1631676 39.5844064,32.1626799 39.5842405)",39.5844064,32.1631676,39.5842405,32.1626799,1,45.687131625651,72985.111571023
302,1037720261,309903619,27.9400245060942,trunk,96,"LINESTRING(32.1626799 39.5842405,32.1624028 39.5841081)",39.5842405,32.1626799,39.5841081,32.1624028,1,27.9417094131085,73030.7987026487
303,309903619,1037719978,89.190035013739,trunk,68,"LINESTRING(32.1624028 39.5841081,32.161523 39.5836796)",39.5841081,32.1624028,39.5836796,32.161523,1,89.1954135672033,73058.7404120618
304,1037719978,1037722535,123.189880084095,trunk,63,"LINESTRING(32.161523 39.5836796,32.1603029 39.5830938)",39.5836796,32.161523,39.5830938,32.1603029,1,123.197308978547,73147.935825629
305,1037722535,2186060849,339.199058035152,trunk,76,"LINESTRING(32.1603029 39.5830938,32.1569002 39.5815356)",39.5830938,32.1603029,39.5815356,32.1569002,1,339.219513238117,73271.1331346075
306,2186060849,27047879,639.224460327824,trunk,37,"LINESTRING(32.1569002 39.5815356,32.1503825 39.5787405)",39.5815356,32.1569002,39.5787405,32.1503825,1,639.263008389108,73610.3526478456
307,27047879,1865491367,9.36876080210177,trunk,39,"LINESTRING(32.1503825 39.5787405,32.150287 39.5786995)",39.5787405,32.1503825,39.5786995,32.150287,1,9.36932577980203,74249.6156562347
308,1865491367,1054357410,11.461347769107,trunk,36,"LINESTRING(32.150287 39.5786995,32.1501702 39.5786493)",39.5786995,32.150287,39.5786493,32.1501702,1,11.4620389390537,74258.9849820145
309,1054357410,2186093034,272.464994864021,trunk,56,"LINESTRING(32.1501702 39.5786493,32.1474162 39.5774252)",39.5786493,32.1501702,39.5774252,32.1474162,1,272.481425707913,74270.4470209536
310,2186093034,29474777,9.58845367087857,trunk,44,"LINESTRING(32.1474162 39.5774252,32.1473193 39.5773821)",39.5774252,32.1474162,39.5773821,32.1473193,1,9.58903189703019,74542.9284466615
311,29474777,3091128806,168.112107945086,trunk,38,"LINESTRING(32.1473193 39.5773821,32.1456155 39.576633)",39.5773821,32.1473193,39.576633,32.1456155,1,168.122245848501,74552.5174785585
312,3091128806,308844136,53.5197482548425,trunk,30,"LINESTRING(32.1456155 39.576633,32.1450731 39.5763945)",39.576633,32.1456155,39.5763945,32.1450731,1,53.5229757322994,74720.639724407
313,308844136,1397577716,36.6232310222153,trunk,16,"LINESTRING(32.1450731 39.5763945,32.1447012 39.5762323)",39.5763945,32.1450731,39.5762323,32.1447012,1,36.6254395649752,74774.1627001393
314,1397577716,308843810,71.3287285113417,trunk,31,"LINESTRING(32.1447012 39.5762323,32.1439933 39.575895)",39.5762323,32.1447012,39.575895,32.1439933,1,71.3330299490503,74810.7881397043
315,308843810,308843811,112.355510166815,trunk,57,"LINESTRING(32.1439933 39.575895,32.1428217 39.5754417)",39.575895,32.1439933,39.5754417,32.1428217,1,112.362285700857,74882.1211696534
316,308843811,308843812,128.849036772999,trunk,51,"LINESTRING(32.1428217 39.5754417,32.1414283 39.5750067)",39.5754417,32.1428217,39.5750067,32.1414283,1,128.856806939622,74994.4834553542
1001,2186060059,112273426,76.0967455154658,trunk,60,"LINESTRING(32.1414616 39.5748322,32.1422917 39.575075)",39.5748322,32.1414616,39.575075,32.1422917,2,76.1013344856815,0
1002,112273426,27047880,216.611147617053,trunk,56,"LINESTRING(32.1422917 39.575075,32.1445942 39.5758782)",39.575075,32.1422917,39.5758782,32.1445942,2,216.624210226999,76.1013344856815
1003,27047880,1397577714,21.0954665531145,trunk,53,"LINESTRING(32.1445942 39.5758782,32.1448068 39.5759738)",39.5758782,32.1445942,39.5759738,32.1448068,2,21.096738703021,292.72554471268
1004,1397577714,172995414,33.1068146659467,trunk,27,"LINESTRING(32.1448068 39.5759738,32.1451404 39.5761239)",39.5759738,32.1448068,39.5761239,32.1451404,2,33.1088111532525,313.822283415701
1005,172995414,243776389,101.540739526023,trunk,39,"LINESTRING(32.1451404 39.5761239,32.1461125 39.5766459)",39.5761239,32.1451404,39.5766459,32.1461125,2,101.546862881578,346.931094568954
1006,243776389,112358981,419.336488713028,trunk,45,"LINESTRING(32.1461125 39.5766459,32.1503553 39.5785241)",39.5766459,32.1461125,39.5785241,32.1503553,2,419.36177655739,448.477957450532
1007,112358981,2186060549,13.0598503572596,trunk,30,"LINESTRING(32.1503553 39.5785241,32.1504881 39.5785817)",39.5785241,32.1503553,39.5785817,32.1504881,2,13.0606379239801,867.839734007922
1008,2186060549,112359808,224.327018269097,trunk,66,"LINESTRING(32.1504881 39.5785817,32.1527689 39.5795715)",39.5785817,32.1504881,39.5795715,32.1527689,2,224.340546180158,880.900371931902
1009,112359808,2186060832,411.82078472711,trunk,57,"LINESTRING(32.1527689 39.5795715,32.1569736 39.5813644)",39.5795715,32.1527689,39.5813644,32.1569736,2,411.845619341291,1105.24091811206
1010,2186060832,2186060844,25.5439790184457,trunk,64,"LINESTRING(32.1569736 39.5813644,32.1572317 39.5814793)",39.5813644,32.1569736,39.5814793,32.1572317,2,25.545519433323,1517.08653745335
1011,2186060844,1037720626,418.283464487178,trunk,51,"LINESTRING(32.1572317 39.5814793,32.161458 39.583361)",39.5814793,32.1572317,39.583361,32.161458,2,418.308688829523,1542.63205688667
1012,1037720626,1037720459,18.2233984969495,trunk,70,"LINESTRING(32.161458 39.583361,32.1616409 39.5834446)",39.583361,32.161458,39.5834446,32.1616409,2,18.2244974484535,1960.9407457162
1013,1037720459,172994919,35.9738292750471,trunk,66,"LINESTRING(32.1616409 39.5834446,32.1620019 39.5836097)",39.5834446,32.1616409,39.5836097,32.1620019,2,35.9759986560104,1979.16524316465
1014,172994919,1037720890,83.9401432809844,trunk,72,"LINESTRING(32.1620019 39.5836097,32.1628465 39.583992)",39.5836097,32.1620019,39.583992,32.1628465,2,83.9452052427648,2015.14124182066
1015,1037720890,112360807,89.2037411517786,trunk,72,"LINESTRING(32.1628465 39.583992,32.1637482 39.5843928)",39.583992,32.1628465,39.5843928,32.1637482,2,89.2091205317837,2099.08644706343
1016,112360807,112360996,144.737633657469,trunk,74,"LINESTRING(32.1637482 39.5843928,32.1651562 39.5851117)",39.5843928,32.1637482,39.5851117,32.1651562,2,144.746361976735,2188.29556759521
1017,112360996,112361025,82.7636015979593,trunk,70,"LINESTRING(32.1651562 39.5851117,32.1658801 39.5856044)",39.5851117,32.1651562,39.5856044,32.1658801,2,82.7685926090742,2333.04192957195
1018,112361025,112361086,126.154748101667,trunk,70,"LINESTRING(32.1658801 39.5856044,32.1670251 39.5863175)",39.5856044,32.1658801,39.5863175,32.1670251,2,126.16235579077,2415.81052218102
1019,112361086,112361172,164.726320048384,trunk,71,"LINESTRING(32.1670251 39.5863175,32.1684254 39.5873324)",39.5863175,32.1670251,39.5873324,32.1684254,2,164.736253773819,2541.97287797179
1020,112361172,1421882224,83.7044803523116,trunk,70,"LINESTRING(32.1684254 39.5873324,32.1690786 39.5878921)",39.5873324,32.1684254,39.5878921,32.1690786,2,83.7095281025755,2706.70913174561
1021,1421882224,112361239,118.830320362793,trunk,76,"LINESTRING(32.1690786 39.5878921,32.1699745 39.5887078)",39.5878921,32.1690786,39.5887078,32.1699745,2,118.837486356518,2790.41865984818
1022,112361239,112361300,100.166019363561,trunk,93,"LINESTRING(32.1699745 39.5887078,32.1706642 39.5894351)",39.5887078,32.1699745,39.5894351,32.1706642,2,100.172059817412,2909.2561462047
1023,112361300,112361327,64.3787285462452,trunk,92,"LINESTRING(32.1706642 39.5894351,32.1710699 39.5899224)",39.5894351,32.1706642,39.5899224,32.1710699,2,64.3826108682265,3009.42820602211
1024,112361327,112361479,126.777510430485,trunk,81,"LINESTRING(32.1710699 39.5899224,32.1718514 39.5908905)",39.5899224,32.1710699,39.5908905,32.1718514,2,126.785155674909,3073.81081689034
1025,112361479,112361501,93.0159453202007,trunk,62,"LINESTRING(32.1718514 39.5908905,32.1723471 39.5916347)",39.5908905,32.1718514,39.5916347,32.1723471,2,93.0215545929727,3200.59597256525
1026,112361501,112361729,1136.93575817277,trunk,74,"LINESTRING(32.1723471 39.5916347,32.1779808 39.6008921)",39.5916347,32.1723471,39.6008921,32.1779808,2,1137.00432042594,3293.61752715822
1027,112361729,112361877,290.208055544782,trunk,87,"LINESTRING(32.1779808 39.6008921,32.1793801 39.6032689)",39.6008921,32.1779808,39.6032689,32.1793801,2,290.225556373684,4430.62184758416
1028,112361877,112362106,780.959310615341,trunk,78,"LINESTRING(32.1793801 39.6032689,32.1834097 39.6095688)",39.6032689,32.1793801,39.6095688,32.1834097,2,781.006405914776,4720.84740395785
1029,112362106,112362290,777.736511380779,trunk,89,"LINESTRING(32.1834097 39.6095688,32.1872532 39.6159055)",39.6095688,32.1834097,39.6159055,32.1872532,2,777.783412331171,5501.85380987262
1030,112362290,112362355,544.911873823494,trunk,91,"LINESTRING(32.1872532 39.6159055,32.1899414 39.620347)",39.6159055,32.1872532,39.620347,32.1899414,2,544.944734418809,6279.63722220379
1031,112362355,112362526,805.011490150322,trunk,89,"LINESTRING(32.1899414 39.620347,32.1939215 39.6269055)",39.620347,32.1899414,39.6269055,32.1939215,2,805.060035902529,6824.5819566226
1032,112362526,112362557,184.782761327639,trunk,86,"LINESTRING(32.1939215 39.6269055,32.1948899 39.6283905)",39.6269055,32.1939215,39.6283905,32.1948899,2,184.793904545162,7629.64199252513
1033,112362557,112362597,187.208587253644,trunk,91,"LINESTRING(32.1948899 39.6283905,32.1959897 39.6298455)",39.6283905,32.1948899,39.6298455,32.1959897,2,187.219876759197,7814.43589707029
1034,112362597,112362621,189.799524102888,trunk,84,"LINESTRING(32.1959897 39.6298455,32.1971898 39.6312805)",39.6298455,32.1959897,39.6312805,32.1971898,2,189.810969853388,8001.65577382949
1035,112362621,112362830,809.526527328011,trunk,93,"LINESTRING(32.1971898 39.6312805,32.2023699 39.6373704)",39.6312805,32.1971898,39.6373704,32.2023699,2,809.575345356923,8191.46674368288
1036,112362830,112363019,719.053005737213,trunk,81,"LINESTRING(32.2023699 39.6373704,32.2069965 39.642767)",39.6373704,32.2023699,39.642767,32.2069965,2,719.096367812746,9001.0420890398
1037,112363019,112363133,314.524511723025,trunk,91,"LINESTRING(32.2069965 39.642767,32.2090181 39.6451287)",39.642767,32.2069965,39.6451287,32.2090181,2,314.54347894175,9720.13845685255
1038,112363133,112363264,415.730142553451,trunk,90,"LINESTRING(32.2090181 39.6451287,32.2116998 39.6482455)",39.6451287,32.2090181,39.6482455,32.2116998,2,415.755212919194,10034.6819357943
1039,112363264,1914126886,150.289290304128,trunk,82,"LINESTRING(32.2116998 39.6482455,32.2126678 39.649373)",39.6482455,32.2116998,39.649373,32.2126678,2,150.298353412836,10450.4371487135
1040,1914126886,1914126984,490.852968769626,trunk,89,"LINESTRING(32.2126678 39.649373,32.2158296 39.6530554)",39.649373,32.2126678,39.6530554,32.2158296,2,490.882569373945,10600.7355021263
1041,1914126984,112363575,262.368522871955,trunk,79,"LINESTRING(32.2158296 39.6530554,32.2175197 39.6550237)",39.6530554,32.2158296,39.6550237,32.2175197,2,262.384344853944,11091.6180715003
1042,112363575,112363734,392.456708247006,trunk,74,"LINESTRING(32.2175197 39.6550237,32.2200497 39.657967)",39.6550237,32.2175197,39.657967,32.2200497,2,392.480375121757,11354.0024163542
1043,112363734,112363877,494.275228764467,trunk,80,"LINESTRING(32.2200497 39.657967,32.2232333 39.6616754)",39.657967,32.2200497,39.6616754,32.2232333,2,494.305035746195,11746.482791476
1044,112363877,112364092,755.888787413983,trunk,83,"LINESTRING(32.2232333 39.6616754,32.2281015 39.667347)",39.6616754,32.2232333,39.667347,32.2281015,2,755.93437085002,12240.7878272222
1045,112364092,112364342,924.200786312336,trunk,80,"LINESTRING(32.2281015 39.667347,32.2340597 39.6742787)",39.667347,32.2281015,39.6742787,32.2340597,2,924.256519706096,12996.7221980722
1046,112364342,112364447,437.980117718757,trunk,75,"LINESTRING(32.2340597 39.6742787,32.2368832 39.6775638)",39.6742787,32.2340597,39.6775638,32.2368832,2,438.006529856381,13920.9787177783
1047,112364447,112364483,175.597970249822,trunk,75,"LINESTRING(32.2368832 39.6775638,32.2380515 39.678862)",39.6775638,32.2368832,39.678862,32.2380515,2,175.608559583833,14358.9852476347
1048,112364483,112364507,85.716519840557,trunk,75,"LINESTRING(32.2380515 39.678862,32.2386664 39.6794705)",39.678862,32.2380515,39.6794705,32.2386664,2,85.7216889256983,14534.5938072185
1049,112364507,112364551,85.5611311640297,trunk,76,"LINESTRING(32.2386664 39.6794705,32.2393082 39.6800605)",39.6794705,32.2386664,39.6800605,32.2393082,2,85.5662908785467,14620.3154961442
1050,112364551,112364571,85.2241480399013,trunk,77,"LINESTRING(32.2393082 39.6800605,32.2399764 39.6806288)",39.6800605,32.2393082,39.6806288,32.2399764,2,85.229287432846,14705.8817870227
1051,112364571,3439221819,69.8220624104381,trunk,77,"LINESTRING(32.2399764 39.6806288,32.2405469 39.6810777)",39.6806288,32.2399764,39.6810777,32.2405469,2,69.8262729895191,14791.1110744556
1052,3439221819,112364589,14.431838765168,trunk,75,"LINESTRING(32.2405469 39.6810777,32.2406648 39.6811705)",39.6810777,32.2405469,39.6811705,32.2406648,2,14.4327090688558,14860.9373474451
1053,112364589,112364631,169.007981798578,trunk,75,"LINESTRING(32.2406648 39.6811705,32.2421032 39.682212)",39.6811705,32.2406648,39.682212,32.2421032,2,169.018173727147,14875.370056514
1054,112364631,3439221826,297.116635493656,trunk,76,"LINESTRING(32.2421032 39.682212,32.2446803 39.6840026)",39.682212,32.2421032,39.6840026,32.2446803,2,297.134552940474,15044.3882302411
1055,3439221826,112364724,137.907202597406,trunk,80,"LINESTRING(32.2446803 39.6840026,32.2458765 39.6848337)",39.6840026,32.2446803,39.6848337,32.2458765,2,137.915519011478,15341.5227831816
1056,112364724,112364873,597.106078064495,trunk,81,"LINESTRING(32.2458765 39.6848337,32.2510697 39.6884204)",39.6848337,32.2458765,39.6884204,32.2510697,2,597.142086201102,15479.4383021931
1057,112364873,2970273103,237.216596639497,trunk,80,"LINESTRING(32.2510697 39.6884204,32.2531377 39.6898412)",39.6884204,32.2510697,39.6898412,32.2531377,2,237.230901849126,16076.5803883942
1058,2970273103,2351272037,431.656700460642,trunk,88,"LINESTRING(32.2531377 39.6898412,32.256901 39.6924265)",39.6898412,32.2531377,39.6924265,32.256901,2,431.682731268247,16313.8112902433
1059,2351272037,112365057,61.042816841418,trunk,80,"LINESTRING(32.256901 39.6924265,32.2574332 39.6927921)",39.6924265,32.256901,39.6927921,32.2574332,2,61.0464979931739,16745.4940215115
1060,112365057,2351592357,334.376437492455,trunk,85,"LINESTRING(32.2574332 39.6927921,32.2603459 39.694797)",39.6927921,32.2574332,39.694797,32.2603459,2,334.396601870078,16806.5405195047
1061,2351592357,2351592358,89.5014743549703,trunk,88,"LINESTRING(32.2603459 39.694797,32.2611256 39.6953336)",39.694797,32.2603459,39.6953336,32.2611256,2,89.5068716896039,17140.9371213748
1062,2351592358,112365259,228.52920539659,trunk,76,"LINESTRING(32.2611256 39.6953336,32.2631164 39.6967038)",39.6953336,32.2611256,39.6967038,32.2631164,2,228.542986718115,17230.4439930644
1063,112365259,2351271815,32.8870575447514,trunk,79,"LINESTRING(32.2631164 39.6967038,32.263408 39.6968965)",39.6967038,32.2631164,39.6968965,32.263408,2,32.8890407797312,17458.9869797825
1064,2351271815,112365346,300.495251106293,trunk,78,"LINESTRING(32.263408 39.6968965,32.2660231 39.6987005)",39.6968965,32.263408,39.6987005,32.2660231,2,300.513372298572,17491.8760205622
1065,112365346,112365434,169.077983822298,trunk,93,"LINESTRING(32.2660231 39.6987005,32.2675081 39.6997038)",39.6987005,32.2660231,39.6997038,32.2675081,2,169.088179972299,17792.3893928608
1066,112365434,4942039498,16.2655156391552,trunk,87,"LINESTRING(32.2675081 39.6997038,32.2676557 39.699796)",39.6997038,32.2675081,39.699796,32.2676557,2,16.2664965216661,17961.4775728331
1067,4942039498,112365462,68.406078380703,trunk,87,"LINESTRING(32.2676557 39.699796,32.2682764 39.7001838)",39.699796,32.2676557,39.7001838,32.2682764,2,68.4102035696862,17977.7440693548
1068,112365462,2351271985,80.0528688897521,trunk,91,"LINESTRING(32.2682764 39.7001838,32.2690211 39.7006197)",39.7001838,32.2682764,39.7006197,32.2690211,2,80.0576964316992,18046.1542729245
1069,2351271985,112365522,88.9337203523508,trunk,88,"LINESTRING(32.2690211 39.7006197,32.2698583 39.7010938)",39.7006197,32.2690211,39.7010938,32.2698583,2,88.9390834489078,18126.2119693562
1070,112365522,112365564,168.653498277156,trunk,80,"LINESTRING(32.2698583 39.7010938,32.2714881 39.7019471)",39.7010938,32.2698583,39.7019471,32.2714881,2,168.663668828803,18215.1510528051
1071,112365564,112365605,169.092103590207,trunk,77,"LINESTRING(32.2714881 39.7019471,32.2731498 39.7027705)",39.7019471,32.2714881,39.7027705,32.2731498,2,169.102300591693,18383.8147216339
1072,112365605,112365740,510.01469906085,trunk,100,"LINESTRING(32.2731498 39.7027705,32.2781815 39.7052305)",39.7027705,32.2731498,39.7052305,32.2781815,2,510.045455202229,18552.9170222256
1073,112365740,112365862,332.682906597977,trunk,87,"LINESTRING(32.2781815 39.7052305,32.2814649 39.7068338)",39.7052305,32.2781815,39.7068338,32.2814649,2,332.702968848199,19062.9624774278
1074,112365862,112365993,505.041123496578,trunk,100,"LINESTRING(32.2814649 39.7068338,32.2864432 39.7092754)",39.7068338,32.2814649,39.7092754,32.2864432,2,505.07157970936,19395.665446276
1075,112365993,112366177,504.136861329811,trunk,86,"LINESTRING(32.2864432 39.7092754,32.2914132 39.7117121)",39.7092754,32.2864432,39.7117121,32.2914132,2,504.167263011586,19900.7370259854
1076,112366177,112366227,145.937113662659,trunk,97,"LINESTRING(32.2914132 39.7117121,32.2928632 39.7124037)",39.7117121,32.2914132,39.7124037,32.2928632,2,145.945914315872,20404.9042889969
1077,112366227,112366246,72.3054993861125,trunk,97,"LINESTRING(32.2928632 39.7124037,32.2936014 39.7127205)",39.7124037,32.2928632,39.7127205,32.2936014,2,72.3098597274237,20550.8502033128
1078,112366246,112366276,72.0615287871762,trunk,77,"LINESTRING(32.2936014 39.7127205,32.2943548 39.7130105)",39.7127205,32.2936014,39.7130105,32.2943548,2,72.0658744159815,20623.1600630402
1079,112366276,112366294,72.3331182668594,trunk,84,"LINESTRING(32.2943548 39.7130105,32.2951232 39.7132821)",39.7130105,32.2943548,39.7132821,32.2951232,2,72.3374802737111,20695.2259374562
1080,112366294,112366318,71.8309980130552,trunk,97,"LINESTRING(32.2951232 39.7132821,32.2958966 39.7135338)",39.7132821,32.2951232,39.7135338,32.2958966,2,71.8353297398355,20767.5634177299
1081,112366318,112366337,72.5659827137651,trunk,97,"LINESTRING(32.2958966 39.7135338,32.2966881 39.7137687)",39.7135338,32.2958966,39.7137687,32.2966881,2,72.5703587633726,20839.3987474698
1082,112366337,112366361,72.4309128931275,trunk,94,"LINESTRING(32.2966881 39.7137687,32.2974882 39.713982)",39.7137687,32.2966881,39.713982,32.2974882,2,72.4352807974276,20911.9691062331
1083,112366361,3439221771,32.2878129427814,trunk,84,"LINESTRING(32.2974882 39.713982,32.2978487 39.7140681)",39.713982,32.2974882,39.7140681,32.2978487,2,32.2897600406621,20984.4043870306
1084,3439221771,112366389,40.2522274209612,trunk,95,"LINESTRING(32.2978487 39.7140681,32.2982981 39.7141755)",39.7140681,32.2978487,39.7141755,32.2982981,2,40.2546548082495,21016.6941470712
1085,112366389,112366413,73.0158488086613,trunk,97,"LINESTRING(32.2982981 39.7141755,32.2991215 39.7143487)",39.7141755,32.2982981,39.7143487,32.2991215,2,73.0202519871833,21056.9488018795
1086,112366413,112366709,852.715084800011,trunk,96,"LINESTRING(32.2991215 39.7143487,32.3088148 39.7161405)",39.7143487,32.2991215,39.7161405,32.3088148,2,852.766507289896,21129.9690538667
1087,112366709,112366986,1073.41287321144,trunk,90,"LINESTRING(32.3088148 39.7161405,32.3210298 39.7183555)",39.7161405,32.3088148,39.7183555,32.3210298,2,1073.47760475378,21982.7355611566
1088,112366986,112367108,548.388495929441,trunk,102,"LINESTRING(32.3210298 39.7183555,32.3272714 39.7194838)",39.7183555,32.3210298,39.7194838,32.3272714,2,548.421566180441,23056.2131659103
1089,112367108,112367252,719.997836198132,trunk,87,"LINESTRING(32.3272714 39.7194838,32.3354632 39.7209755)",39.7194838,32.3272714,39.7209755,32.3354632,2,720.041255251119,23604.6347320908
1090,112367252,112367456,829.434991918334,trunk,78,"LINESTRING(32.3354632 39.7209755,32.3449014 39.7226905)",39.7209755,32.3354632,39.7226905,32.3449014,2,829.485010515687,24324.6759873419
1091,112367456,4087652476,337.000151728857,trunk,93,"LINESTRING(32.3449014 39.7226905,32.3487348 39.7233919)",39.7226905,32.3449014,39.7233919,32.3487348,2,337.02047432805,25154.1609978576
1092,4087652476,1914127277,382.963225185415,trunk,88,"LINESTRING(32.3487348 39.7233919,32.3530911 39.7241889)",39.7233919,32.3487348,39.7241889,32.3530911,2,382.986319561162,25491.1814721856
1093,1914127277,112367659,63.172634180001,trunk,88,"LINESTRING(32.3530911 39.7241889,32.3538097 39.7243204)",39.7241889,32.3530911,39.7243204,32.3538097,2,63.1764437691594,25874.1677917468
1094,112367659,1914127281,37.9342391003375,trunk,88,"LINESTRING(32.3538097 39.7243204,32.354238 39.7244091)",39.7243204,32.3538097,39.7244091,32.354238,2,37.9365267026811,25937.344235516
1095,1914127281,112367690,97.4534873858081,trunk,94,"LINESTRING(32.354238 39.7244091,32.3553383 39.724637)",39.7244091,32.354238,39.724637,32.3553383,2,97.4593642619872,25975.2807622186
1096,112367690,112367733,141.781685795247,trunk,88,"LINESTRING(32.3553383 39.724637,32.3569214 39.7250155)",39.724637,32.3553383,39.7250155,32.3569214,2,141.790235857787,26072.7401264806
1097,112367733,112367752,150.602533666373,trunk,88,"LINESTRING(32.3569214 39.7250155,32.3585657 39.7255003)",39.7250155,32.3569214,39.7255003,32.3585657,2,150.611615665041,26214.5303623384
1098,112367752,3091171880,44.6690693883668,trunk,91,"LINESTRING(32.3585657 39.7255003,32.3590506 39.7256496)",39.7255003,32.3585657,39.7256496,32.3590506,2,44.6717631307548,26365.1419780035
1099,3091171880,112367779,108.632963780874,trunk,84,"LINESTRING(32.3590506 39.7256496,32.3602298 39.7260128)",39.7256496,32.3590506,39.7260128,32.3602298,2,108.63951482891,26409.8137411342
1100,112367779,112367934,952.451231167948,trunk,82,"LINESTRING(32.3602298 39.7260128,32.3704497 39.7294171)",39.7260128,32.3602298,39.7294171,32.3704497,2,952.508668188442,26518.4532559631
1101,112367934,112368028,646.504815280586,trunk,90,"LINESTRING(32.3704497 39.7294171,32.3773599 39.7317755)",39.7294171,32.3704497,39.7317755,32.3773599,2,646.543802379463,27470.9619241516
1102,112368028,1914127328,689.110081480002,trunk,93,"LINESTRING(32.3773599 39.7317755,32.3847287 39.7342842)",39.7317755,32.3773599,39.7342842,32.3847287,2,689.15163786481,28117.505726531
1103,1914127328,112368141,200.851723519549,trunk,83,"LINESTRING(32.3847287 39.7342842,32.3868765 39.7350154)",39.7342842,32.3847287,39.7350154,32.3868765,2,200.863835766541,28806.6573643958
1104,112368141,1914127347,292.881094347303,trunk,90,"LINESTRING(32.3868765 39.7350154,32.3900068 39.7360845)",39.7350154,32.3868765,39.7360845,32.3900068,2,292.898756372263,29007.5212001624
1105,1914127347,112368242,194.28235632299,trunk,75,"LINESTRING(32.3900068 39.7360845,32.3920833 39.7367937)",39.7360845,32.3900068,39.7367937,32.3920833,2,194.294072408094,29300.4199565346
1106,112368242,112368321,316.928639055923,trunk,80,"LINESTRING(32.3920833 39.7367937,32.3954765 39.7379405)",39.7367937,32.3920833,39.7379405,32.3954765,2,316.947751254156,29494.7140289427
1107,112368321,112368559,634.107557488712,trunk,86,"LINESTRING(32.3954765 39.7379405,32.4022731 39.7402221)",39.7379405,32.3954765,39.7402221,32.4022731,2,634.14579697813,29811.6617801969
