segment_id,start_node,end_node,given_length,road_type,speed,st_astext,startLat,startLon,endLat,endLon,dir,calc_length,distance_from_start
141,5038990085,164616883,120.547480785978,trunk,59,"LINESTRING(32.6428874 39.8706208,32.6418498 39.8698852)",39.8706208,32.6428874,39.8698852,32.6418498,1,120.554750332069,19085.2053261884
142,164616883,5038990081,7.90005507594735,trunk,60,"LINESTRING(32.6418498 39.8698852,32.6417824 39.8698365)",39.8698852,32.6418498,39.8698365,32.6417824,1,7.90053148419845,19205.7600765204
143,5038990081,274900340,322.194706656654,trunk,82,"LINESTRING(32.6417824 39.8698365,32.6390345 39.8678496)",39.8698365,32.6417824,39.8678496,32.6390345,1,322.214136422046,19213.6606080046
144,274900340,243776164,278.303246609661,trunk,82,"LINESTRING(32.6390345 39.8678496,32.6365452 39.8662329)",39.8678496,32.6390345,39.8662329,32.6365452,1,278.320029525947,19535.8747444267
145,243776164,29474396,236.560392060338,trunk,91,"LINESTRING(32.6365452 39.8662329,32.6342332 39.8650595)",39.8662329,32.6365452,39.8650595,32.6342332,1,236.574657697929,19814.1947739526
146,29474396,493138412,241.68796956416,trunk,86,"LINESTRING(32.6342332 39.8650595,32.6317127 39.8640688)",39.8650595,32.6342332,39.8640688,32.6317127,1,241.702544417346,20050.7694316505
147,493138412,27046673,65.5221673154363,trunk,84,"LINESTRING(32.6317127 39.8640688,32.6310265 39.8638046)",39.8640688,32.6317127,39.8638046,32.6310265,1,65.5261185918311,20292.4719760679
148,27046673,493138684,124.499941390046,trunk,87,"LINESTRING(32.6310265 39.8638046,32.6297139 39.8633162)",39.8638046,32.6310265,39.8633162,32.6297139,1,124.507449286987,20357.9980946597
149,493138684,205005040,142.522475998408,trunk,92,"LINESTRING(32.6297139 39.8633162,32.6282113 39.8627571)",39.8633162,32.6297139,39.8627571,32.6282113,1,142.531070733872,20482.5055439467
150,205005040,29474379,278.24472196644,trunk,92,"LINESTRING(32.6282113 39.8627571,32.6252587 39.8616964)",39.8627571,32.6282113,39.8616964,32.6252587,1,278.261501353431,20625.0366146806
151,29474379,243775911,314.872636647522,trunk,89,"LINESTRING(32.6252587 39.8616964,32.6219371 39.8604644)",39.8616964,32.6252587,39.8604644,32.6219371,1,314.891624859719,20903.298116034
152,243775911,2189274320,194.912818209292,trunk,95,"LINESTRING(32.6219371 39.8604644,32.6198861 39.8596937)",39.8604644,32.6219371,39.8596937,32.6198861,1,194.924572314035,21218.1897408937
153,2189274320,29474380,139.43229296561,trunk,92,"LINESTRING(32.6198861 39.8596937,32.6184189 39.8591424)",39.8596937,32.6198861,39.8591424,32.6184189,1,139.440701349374,21413.1143132078
154,29474380,29474381,362.261884784677,trunk,95,"LINESTRING(32.6184189 39.8591424,32.6146048 39.8577135)",39.8591424,32.6184189,39.8577135,32.6146048,1,362.283730778067,21552.5550145571
155,29474381,29474382,466.726315492962,trunk,82,"LINESTRING(32.6146048 39.8577135,32.6096856 39.855881)",39.8577135,32.6146048,39.855881,32.6096856,1,466.754461153413,21914.8387453352
156,29474382,29474383,327.849518152431,trunk,69,"LINESTRING(32.6096856 39.855881,32.6062029 39.8546379)",39.855881,32.6096856,39.8546379,32.6062029,1,327.869288927959,22381.5932064886
157,29474383,27047855,172.457777840094,trunk,99,"LINESTRING(32.6062029 39.8546379,32.6045252 39.8537738)",39.8546379,32.6062029,39.8537738,32.6045252,1,172.468177806618,22709.4624954166
158,27047855,2381256507,68.81190666914,trunk,91,"LINESTRING(32.6045252 39.8537738,32.6038588 39.8534256)",39.8537738,32.6045252,39.8534256,32.6038588,1,68.8160563313634,22881.9306732232
159,2381256507,2381256500,126.841769588273,trunk,91,"LINESTRING(32.6038588 39.8534256,32.6027114 39.8527008)",39.8534256,32.6038588,39.8527008,32.6027114,1,126.849418707809,22950.7467295546
160,2381256500,662560924,32.728513749604,trunk,81,"LINESTRING(32.6027114 39.8527008,32.6024276 39.8525029)",39.8527008,32.6027114,39.8525029,32.6024276,1,32.7304874236919,23077.5961482624
161,662560924,662560925,110.939334527374,trunk,88,"LINESTRING(32.6024276 39.8525029,32.6014603 39.8518366)",39.8525029,32.6024276,39.8518366,32.6014603,1,110.946024659763,23110.3266356861
162,662560925,1995887128,87.510899392078,trunk,78,"LINESTRING(32.6014603 39.8518366,32.6007249 39.8512883)",39.8518366,32.6014603,39.8512883,32.6007249,1,87.51617668624,23221.2726603458
163,1995887128,662560927,110.38914514429,trunk,88,"LINESTRING(32.6007249 39.8512883,32.5999009 39.8505232)",39.8512883,32.6007249,39.8505232,32.5999009,1,110.395802097827,23308.7888370321
164,662560927,27047856,95.567975759757,trunk,90,"LINESTRING(32.5999009 39.8505232,32.5991821 39.8498643)",39.8505232,32.5999009,39.8498643,32.5991821,1,95.5737389312483,23419.1846391299
165,27047856,2381256509,36.1077482494592,trunk,78,"LINESTRING(32.5991821 39.8498643,32.5989194 39.8496098)",39.8498643,32.5991821,39.8496098,32.5989194,1,36.1099257063287,23514.7583780611
166,2381256509,1995887124,631.443695046493,trunk,81,"LINESTRING(32.5989194 39.8496098,32.5943253 39.8451593)",39.8496098,32.5989194,39.8451593,32.5943253,1,631.481773893227,23550.8683037675
167,1995887124,2204798536,65.6728804814962,trunk,83,"LINESTRING(32.5943253 39.8451593,32.5938581 39.8446901)",39.8451593,32.5943253,39.8446901,32.5938581,1,65.6768408465613,24182.3500776607
168,2204798536,29474458,761.319422317141,trunk,86,"LINESTRING(32.5938581 39.8446901,32.5884427 39.8392506)",39.8446901,32.5938581,39.8392506,32.5884427,1,761.365333244474,24248.0269185073
169,29474458,2204798522,136.902937203292,trunk,93,"LINESTRING(32.5884427 39.8392506,32.5875449 39.8382305)",39.8392506,32.5884427,39.8382305,32.5875449,1,136.911193055721,25009.3922517517
170,2204798522,29474459,236.226023638859,trunk,90,"LINESTRING(32.5875449 39.8382305,32.585863 39.8365437)",39.8382305,32.5875449,39.8365437,32.585863,1,236.240269112555,25146.3034448075
171,29474459,2204798474,255.840148648311,trunk,88,"LINESTRING(32.585863 39.8365437,32.5840397 39.8347179)",39.8365437,32.585863,39.8347179,32.5840397,1,255.85557694047,25382.54371392
172,2204798474,309903632,318.345147929095,trunk,105,"LINESTRING(32.5840397 39.8347179,32.5817709 39.8324461)",39.8347179,32.5840397,39.8324461,32.5817709,1,318.364345549075,25638.3992908605
173,309903632,309903637,207.371223970096,trunk,95,"LINESTRING(32.5817709 39.8324461,32.580286 39.8309704)",39.8324461,32.5817709,39.8309704,32.580286,1,207.383729371791,25956.7636364096
174,309903637,1499966818,178.160485518344,trunk,94,"LINESTRING(32.580286 39.8309704,32.5790505 39.8296793)",39.8309704,32.580286,39.8296793,32.5790505,1,178.171229383355,26164.1473657814
175,1499966818,29474461,37.9460532091184,trunk,97,"LINESTRING(32.5790505 39.8296793,32.5787409 39.8294345)",39.8296793,32.5790505,39.8294345,32.5787409,1,37.948341523905,26342.3185951647
176,29474461,29474462,94.0699926893702,trunk,86,"LINESTRING(32.5787409 39.8294345,32.5780437 39.8287795)",39.8294345,32.5787409,39.8287795,32.5780437,1,94.075665525859,26380.2669366886
177,29474462,1499966795,477.852110557876,trunk,88,"LINESTRING(32.5780437 39.8287795,32.5747017 39.8253327)",39.8287795,32.5780437,39.8253327,32.5747017,1,477.880927152962,26474.3426022145
178,1499966795,27047857,51.0344630478254,trunk,81,"LINESTRING(32.5747017 39.8253327,32.574359 39.8249567)",39.8253327,32.5747017,39.8249567,32.574359,1,51.0375406515957,26952.2235293674
179,27047857,1499966782,168.100121062373,trunk,87,"LINESTRING(32.574359 39.8249567,32.5731435 39.8237676)",39.8249567,32.574359,39.8237676,32.5731435,1,168.110258242927,27003.261070019
180,1499966782,1499966777,129.428629874315,trunk,87,"LINESTRING(32.5731435 39.8237676,32.5721178 39.8229107)",39.8237676,32.5731435,39.8229107,32.5721178,1,129.436434992964,27171.371328262
181,1499966777,1499966772,207.027398128545,trunk,82,"LINESTRING(32.5721178 39.8229107,32.5703902 39.8216046)",39.8229107,32.5721178,39.8216046,32.5703902,1,207.039882796022,27300.8077632549
182,1499966772,29474464,21.7570524908203,trunk,94,"LINESTRING(32.5703902 39.8216046,32.5701902 39.8214834)",39.8216046,32.5703902,39.8214834,32.5701902,1,21.7583645372841,27507.8476460509
183,29474464,29474465,77.6799858929489,trunk,92,"LINESTRING(32.5701902 39.8214834,32.5695253 39.8210067)",39.8214834,32.5701902,39.8210067,32.5695253,1,77.6846703395596,27529.6060105882
184,29474465,2380594397,746.419226399539,trunk,94,"LINESTRING(32.5695253 39.8210067,32.562913 39.8166173)",39.8210067,32.5695253,39.8166173,32.562913,1,746.464238779177,27607.2906809278
185,2380594397,27047858,125.157925589379,trunk,88,"LINESTRING(32.562913 39.8166173,32.5618043 39.8158813)",39.8166173,32.562913,39.8158813,32.5618043,1,125.165473165677,28353.754919707
186,27047858,2356120923,152.191231454582,trunk,74,"LINESTRING(32.5618043 39.8158813,32.5604856 39.8149608)",39.8158813,32.5618043,39.8149608,32.5604856,1,152.200409258751,28478.9203928726
187,2356120923,2381256503,474.946945017348,trunk,67,"LINESTRING(32.5604856 39.8149608,32.5563705 39.8120881)",39.8149608,32.5604856,39.8120881,32.5563705,1,474.975586418107,28631.1208021314
188,2381256503,2381256504,110.653797823195,trunk,73,"LINESTRING(32.5563705 39.8120881,32.5554118 39.8114188)",39.8120881,32.5563705,39.8114188,32.5554118,1,110.660470736458,29106.0963885495
189,2381256504,29474467,61.6346729240565,trunk,71,"LINESTRING(32.5554118 39.8114188,32.5548778 39.811046)",39.8114188,32.5554118,39.811046,32.5548778,1,61.638389767351,29216.756859286
190,29474467,3799593339,722.22341293283,trunk,71,"LINESTRING(32.5548778 39.811046,32.5486623 39.8066427)",39.811046,32.5548778,39.8066427,32.5486623,1,722.266966197934,29278.3952490533
191,3799593339,2410112725,85.3556150222693,trunk,74,"LINESTRING(32.5486623 39.8066427,32.547894 39.8061519)",39.8066427,32.5486623,39.8061519,32.547894,1,85.3607623432543,30000.6622152512
192,2410112725,29474468,314.282118676596,trunk,67,"LINESTRING(32.547894 39.8061519,32.5451709 39.8042513)",39.8061519,32.547894,39.8042513,32.5451709,1,314.301071277948,30086.0229775945
193,29474468,2381256510,454.974600227837,trunk,77,"LINESTRING(32.5451709 39.8042513,32.5411883 39.8015346)",39.8042513,32.5451709,39.8015346,32.5411883,1,455.002037207897,30400.3240488724
194,2381256510,2381256514,427.026249815357,trunk,89,"LINESTRING(32.5411883 39.8015346,32.5374616 39.7989752)",39.8015346,32.5411883,39.7989752,32.5374616,1,427.052001386314,30855.3260860803
195,2381256514,29474469,595.250717715773,trunk,83,"LINESTRING(32.5374616 39.7989752,32.5322078 39.7954591)",39.7989752,32.5374616,39.7954591,32.5322078,1,595.286613965947,31282.3780874667
196,29474469,29474471,679.355070192731,trunk,82,"LINESTRING(32.5322078 39.7954591,32.5263342 39.7913409)",39.7954591,32.5322078,39.7913409,32.5263342,1,679.396038307227,31877.6647014326
197,29474471,1914093443,175.020974582109,trunk,96,"LINESTRING(32.5263342 39.7913409,32.5247164 39.7903754)",39.7913409,32.5263342,39.7903754,32.5247164,1,175.03152912073,32557.0607397398
198,1914093443,1914093397,278.198605621612,trunk,79,"LINESTRING(32.5247164 39.7903754,32.5221009 39.7888853)",39.7903754,32.5247164,39.7888853,32.5221009,1,278.215382227584,32732.0922688606
199,1914093397,1914093302,335.102396335962,trunk,94,"LINESTRING(32.5221009 39.7888853,32.5189505 39.7870904)",39.7888853,32.5221009,39.7870904,32.5189505,1,335.122604492113,33010.3076510881
200,1914093302,29474470,62.1632152362668,trunk,74,"LINESTRING(32.5189505 39.7870904,32.5183751 39.7867483)",39.7870904,32.5189505,39.7867483,32.5183751,1,62.1669639529996,33345.4302555802
201,29474470,27047859,840.309297874981,trunk,87,"LINESTRING(32.5183751 39.7867483,32.5104045 39.7823219)",39.7867483,32.5183751,39.7823219,32.5104045,1,840.359972241063,33407.5972195333
202,27047859,29474473,562.804878201636,trunk,68,"LINESTRING(32.5104045 39.7823219,32.505093 39.7793292)",39.7823219,32.5104045,39.7793292,32.505093,1,562.838817824229,34247.9571917743
203,29474473,29474472,92.6966732204138,trunk,83,"LINESTRING(32.505093 39.7793292,32.5042159 39.7788387)",39.7793292,32.505093,39.7788387,32.5042159,1,92.7022632396666,34810.7960095985
204,29474472,29474476,568.40401606461,trunk,74,"LINESTRING(32.5042159 39.7788387,32.4988376 39.7758312)",39.7788387,32.5042159,39.7758312,32.4988376,1,568.438293339972,34903.4982728382
205,29474476,29474475,88.42253461589,trunk,69,"LINESTRING(32.4988376 39.7758312,32.498001 39.7753633)",39.7758312,32.4988376,39.7753633,32.498001,1,88.4278668856868,35471.9365661782
206,29474475,27047860,1595.12928416237,trunk,86,"LINESTRING(32.498001 39.7753633,32.4831172 39.7667077)",39.7753633,32.498001,39.7667077,32.4831172,1,1595.22547751106,35560.3644330639
207,27047860,27047861,177.011443256774,trunk,93,"LINESTRING(32.4831172 39.7667077,32.4814317 39.7657827)",39.7667077,32.4831172,39.7657827,32.4814317,1,177.022117829457,37155.5899105749
208,27047861,29474478,257.832700197453,trunk,94,"LINESTRING(32.4814317 39.7657827,32.478779 39.7646787)",39.7657827,32.4814317,39.7646787,32.478779,1,257.84824864928,37332.6120284044
209,29474478,27047862,245.115165555968,trunk,92,"LINESTRING(32.478779 39.7646787,32.4760502 39.7640009)",39.7646787,32.478779,39.7640009,32.4760502,1,245.129947084226,37590.4602770537
210,27047862,29474479,567.150560101704,trunk,82,"LINESTRING(32.4760502 39.7640009,32.4697122 39.7624913)",39.7640009,32.4760502,39.7624913,32.4697122,1,567.184761788129,37835.5902241379
211,29474479,29474480,698.53503983953,trunk,92,"LINESTRING(32.4697122 39.7624913,32.4619218 39.7605936)",39.7624913,32.4697122,39.7605936,32.4619218,1,698.577164590999,38402.774985926
212,29474480,2971107460,660.004058693349,trunk,75,"LINESTRING(32.4619218 39.7605936,32.4548369 39.7582341)",39.7605936,32.4619218,39.7582341,32.4548369,1,660.043859856291,39101.352150517
213,2971107460,1516644684,57.8627456172548,trunk,87,"LINESTRING(32.4548369 39.7582341,32.4542158 39.7580272)",39.7582341,32.4548369,39.7580272,32.4542158,1,57.8662349966552,39761.3960103733
214,1516644684,27047863,484.983876627759,trunk,83,"LINESTRING(32.4542158 39.7580272,32.4490099 39.7562933)",39.7580272,32.4542158,39.7562933,32.4490099,1,485.013123299872,39819.26224537
215,27047863,29474481,91.8477889939077,trunk,79,"LINESTRING(32.4490099 39.7562933,32.4480339 39.7559479)",39.7562933,32.4490099,39.7559479,32.4480339,1,91.8533278216883,40304.2753686698
216,29474481,29474482,569.500348043718,trunk,74,"LINESTRING(32.4480339 39.7559479,32.4419328 39.753891)",39.7559479,32.4480339,39.753891,32.4419328,1,569.534691432746,40396.1286964915
217,29474482,29474483,1020.01834546135,trunk,82,"LINESTRING(32.4419328 39.753891,32.4309942 39.7502272)",39.753891,32.4419328,39.7502272,32.4309942,1,1020.07985707758,40965.6633879243
218,29474483,2005992836,458.738622204086,trunk,74,"LINESTRING(32.4309942 39.7502272,32.4261035 39.7485299)",39.7502272,32.4309942,39.7485299,32.4261035,1,458.766286171314,41985.7432450019
219,2005992836,29474484,424.402144082788,trunk,94,"LINESTRING(32.4261035 39.7485299,32.421579 39.7469596)",39.7485299,32.4261035,39.7469596,32.421579,1,424.427737408567,42444.5095311732
220,29474484,1914127490,885.486433906699,trunk,87,"LINESTRING(32.421579 39.7469596,32.4120887 39.7437708)",39.7469596,32.421579,39.7437708,32.4120887,1,885.539832653834,42868.9372685817
221,1914127490,29474485,148.618980436975,trunk,104,"LINESTRING(32.4120887 39.7437708,32.4104959 39.7432356)",39.7437708,32.4120887,39.7432356,32.4104959,1,148.627942818613,43754.4771012356
222,29474485,3723941728,211.055235575218,trunk,96,"LINESTRING(32.4104959 39.7432356,32.4082417 39.7424621)",39.7432356,32.4104959,39.7424621,32.4082417,1,211.067963139103,43903.1050440542
223,3723941728,3723941727,30.9544399376652,trunk,96,"LINESTRING(32.4082417 39.7424621,32.4079102 39.7423502)",39.7424621,32.4082417,39.7423502,32.4079102,1,30.9563066272582,44114.1730071933
224,3723941727,1914127395,462.588366679085,trunk,83,"LINESTRING(32.4079102 39.7423502,32.4029501 39.7406888)",39.7423502,32.4079102,39.7406888,32.4029501,1,462.616262802927,44145.1293138205
225,1914127395,29474486,218.148248105256,trunk,89,"LINESTRING(32.4029501 39.7406888,32.4006139 39.7399003)",39.7406888,32.4029501,39.7399003,32.4006139,1,218.161403409158,44607.7455766235
226,29474486,1914127352,888.901263818208,trunk,78,"LINESTRING(32.4006139 39.7399003,32.3911151 39.7366519)",39.7399003,32.4006139,39.7366519,32.3911151,1,888.954868494686,44825.9069800326
227,1914127352,1914127326,688.731139434958,trunk,90,"LINESTRING(32.3911151 39.7366519,32.383744 39.7341552)",39.7366519,32.3911151,39.7341552,32.383744,1,688.772672967884,45714.8618485273
228,1914127326,4150757722,875.74273555535,trunk,104,"LINESTRING(32.383744 39.7341552,32.3743777 39.7309703)",39.7341552,32.383744,39.7309703,32.3743777,1,875.795546714393,46403.6345214952
229,4150757722,27047865,350.990170980083,trunk,75,"LINESTRING(32.3743777 39.7309703,32.3706239 39.7296938)",39.7309703,32.3743777,39.7296938,32.3706239,1,351.011337239293,47279.4300682096
230,27047865,2204797204,989.098459558189,trunk,98,"LINESTRING(32.3706239 39.7296938,32.3600427 39.7261023)",39.7296938,32.3706239,39.7261023,32.3600427,1,989.15810656859,47630.4414054489
231,2204797204,29474487,182.780388982334,trunk,78,"LINESTRING(32.3600427 39.7261023,32.3580439 39.7255203)",39.7261023,32.3600427,39.7255203,32.3580439,1,182.791411447952,48619.5995120175
232,29474487,2204797140,176.933030613245,trunk,78,"LINESTRING(32.3580439 39.7255203,32.3560841 39.7250105)",39.7255203,32.3580439,39.7250105,32.3560841,1,176.943700457298,48802.3909234654
233,2204797140,29474495,83.7078822101139,trunk,77,"LINESTRING(32.3560841 39.7250105,32.3551501 39.7247854)",39.7250105,32.3560841,39.7247854,32.3551501,1,83.7129301655248,48979.3346239227
234,29474495,2204797102,135.304598624715,trunk,77,"LINESTRING(32.3551501 39.7247854,32.3536195 39.7244775)",39.7247854,32.3551501,39.7244775,32.3536195,1,135.312758090261,49063.0475540882
235,2204797102,2204797095,57.5339696828688,trunk,85,"LINESTRING(32.3536195 39.7244775,32.3529666 39.7243528)",39.7244775,32.3536195,39.7243528,32.3529666,1,57.5374392356267,49198.3603121785
236,2204797095,29474488,95.9546420595744,trunk,85,"LINESTRING(32.3529666 39.7243528,32.3518719 39.7241637)",39.7243528,32.3529666,39.7241637,32.3518719,1,95.9604285487532,49255.8977514141
237,29474488,1914127272,129.076579472221,trunk,85,"LINESTRING(32.3518719 39.7241637,32.3504077 39.7238822)",39.7241637,32.3518719,39.7238822,32.3504077,1,129.084363360674,49351.8581799629
238,1914127272,380974618,8.19059442357567,trunk,78,"LINESTRING(32.3504077 39.7238822,32.350315 39.7238637)",39.7238822,32.3504077,39.7238637,32.350315,1,8.19108835263405,49480.9425433235
239,380974618,29474489,279.507419601674,trunk,53,"LINESTRING(32.350315 39.7238637,32.3471307 39.7232979)",39.7238637,32.350315,39.7232979,32.3471307,1,279.524275134915,49489.1336316762
240,29474489,2204797074,142.66320264789,trunk,83,"LINESTRING(32.3471307 39.7232979,32.3455086 39.7229987)",39.7232979,32.3471307,39.7229987,32.3455086,1,142.671805869793,49768.6579068111
241,2204797074,29474490,77.1829454886084,trunk,78,"LINESTRING(32.3455086 39.7229987,32.344631 39.7228369)",39.7229987,32.3455086,39.7228369,32.344631,1,77.1875999614851,49911.3297126809
242,29474490,2970275057,1056.18790939389,trunk,85,"LINESTRING(32.344631 39.7228369,32.332623 39.7206194)",39.7228369,32.344631,39.7206194,32.332623,1,1056.25160219475,49988.5173126424
243,2970275057,29474491,124.278710506826,trunk,79,"LINESTRING(32.332623 39.7206194,32.3312101 39.7203584)",39.7206194,32.332623,39.7203584,32.3312101,1,124.286205062567,51044.7689148371
244,29474491,29474492,102.556200773633,trunk,81,"LINESTRING(32.3312101 39.7203584,32.3300416 39.7201514)",39.7203584,32.3312101,39.7201514,32.3300416,1,102.562385365991,51169.0551198997
245,29474492,2970275047,79.9580708718431,trunk,79,"LINESTRING(32.3300416 39.7201514,32.3291299 39.7199923)",39.7201514,32.3300416,39.7199923,32.3291299,1,79.9628926970506,51271.6175052657
246,2970275047,2970275029,430.99851279677,trunk,84,"LINESTRING(32.3291299 39.7199923,32.32422 39.7191199)",39.7199923,32.3291299,39.7191199,32.32422,1,431.024503912748,51351.5803979627
247,2970275029,29474493,318.566544618525,trunk,92,"LINESTRING(32.32422 39.7191199,32.3205993 39.7184479)",39.7191199,32.32422,39.7184479,32.3205993,1,318.585755589705,51782.6049018755
248,29474493,29474494,102.823873682373,trunk,83,"LINESTRING(32.3205993 39.7184479,32.3194381 39.7182085)",39.7184479,32.3205993,39.7182085,32.3194381,1,102.830074416591,52101.1906574652
249,29474494,27047867,704.030905867987,trunk,98,"LINESTRING(32.3194381 39.7182085,32.3114174 39.7167857)",39.7182085,32.3194381,39.7167857,32.3114174,1,704.073362044478,52204.0207318818
250,27047867,3439221754,1196.51905606106,trunk,84,"LINESTRING(32.3114174 39.7167857,32.2978522 39.7141578)",39.7167857,32.3114174,39.7141578,32.2978522,1,1196.59121145054,52908.0940939263
251,3439221754,27047868,34.5317488643456,trunk,87,"LINESTRING(32.2978522 39.7141578,32.2974607 39.714082)",39.7141578,32.2978522,39.714082,32.2974607,1,34.5338312814839,54104.6853053768
252,27047868,3439221753,112.277914396606,trunk,93,"LINESTRING(32.2974607 39.714082,32.2961945 39.7138158)",39.714082,32.2974607,39.7138158,32.2961945,1,112.28468525128,54139.2191366583
253,3439221753,3439221752,112.360773974557,trunk,85,"LINESTRING(32.2961945 39.7138158,32.2949904 39.7134119)",39.7138158,32.2961945,39.7134119,32.2949904,1,112.36754982603,54251.5038219096
254,3439221752,27047869,204.148084849033,trunk,50,"LINESTRING(32.2949904 39.7134119,32.2928654 39.7125761)",39.7134119,32.2949904,39.7125761,32.2928654,1,204.160395881189,54363.8713717356
255,27047869,3439221762,26.3594955490853,trunk,85,"LINESTRING(32.2928654 39.7125761,32.2926047 39.7124497)",39.7125761,32.2928654,39.7124497,32.2926047,1,26.3610851432152,54568.0317676168
256,3439221762,29474499,1079.8824374315,trunk,89,"LINESTRING(32.2926047 39.7124497,32.2819235 39.7072731)",39.7124497,32.2926047,39.7072731,32.2819235,1,1079.94755911717,54594.39285276
257,29474499,4087676575,54.6083420017336,trunk,87,"LINESTRING(32.2819235 39.7072731,32.2813907 39.7070026)",39.7072731,32.2819235,39.7070026,32.2813907,1,54.6116351262066,55674.3404118772
258,4087676575,29474517,91.5090415282775,trunk,92,"LINESTRING(32.2813907 39.7070026,32.2804978 39.7065494)",39.7070026,32.2813907,39.7065494,32.2804978,1,91.5145599280881,55728.9520470034
259,29474517,4087676578,45.954251808481,trunk,87,"LINESTRING(32.2804978 39.7065494,32.2800399 39.7063333)",39.7065494,32.2804978,39.7063333,32.2800399,1,45.9570230530514,55820.4666069315
260,4087676578,29474500,72.6259554125984,trunk,55,"LINESTRING(32.2800399 39.7063333,32.2793163 39.7059917)",39.7063333,32.2800399,39.7059917,32.2793163,1,72.6303350788248,55866.4236299845
261,29474500,29474501,546.160678737476,trunk,55,"LINESTRING(32.2793163 39.7059917,32.2739091 39.7033803)",39.7059917,32.2793163,39.7033803,32.2739091,1,546.193614641249,55939.0539650633
262,29474501,29474502,500.977229016153,trunk,88,"LINESTRING(32.2739091 39.7033803,32.2690526 39.7008629)",39.7033803,32.2739091,39.7008629,32.2690526,1,501.007440158129,56485.2475797046
263,29474502,2351271936,49.6864335971341,trunk,80,"LINESTRING(32.2690526 39.7008629,32.2686022 39.7005808)",39.7008629,32.2690526,39.7005808,32.2686022,1,49.6894299087681,56986.2550198627
264,2351271936,29474503,263.948820406017,trunk,111,"LINESTRING(32.2686022 39.7005808,32.2662184 39.6990739)",39.7005808,32.2686022,39.6990739,32.2662184,1,263.964737686935,57035.9444497715
265,29474503,29474504,404.25469330061,trunk,76,"LINESTRING(32.2662184 39.6990739,32.2626735 39.6966702)",39.6990739,32.2662184,39.6966702,32.2626735,1,404.279071646025,57299.9091874584
266,29474504,27047870,522.597859603619,trunk,91,"LINESTRING(32.2626735 39.6966702,32.2581155 39.6935416)",39.6966702,32.2626735,39.6935416,32.2581155,1,522.629374565215,57704.1882591044
267,27047870,1696109062,581.745646780886,trunk,90,"LINESTRING(32.2581155 39.6935416,32.2530507 39.6900513)",39.6935416,32.2581155,39.6900513,32.2530507,1,581.780728615571,58226.8176336696
268,1696109062,2944044843,270.951074090138,trunk,84,"LINESTRING(32.2530507 39.6900513,32.2506967 39.6884215)",39.6900513,32.2530507,39.6884215,32.2506967,1,270.967413637913,58808.5983622852
269,2944044843,3439221827,749.538036580436,trunk,77,"LINESTRING(32.2506967 39.6884215,32.2441759 39.6839208)",39.6884215,32.2506967,39.6839208,32.2441759,1,749.583237038117,59079.5657759231
270,3439221827,27047871,383.08724622972,trunk,54,"LINESTRING(32.2441759 39.6839208,32.2408433 39.6816205)",39.6839208,32.2441759,39.6816205,32.2408433,1,383.110348084485,59829.1490129613
271,27047871,3439221834,52.4974063848312,trunk,63,"LINESTRING(32.2408433 39.6816205,32.240423 39.6812766)",39.6816205,32.2408433,39.6812766,32.240423,1,52.500572210553,60212.2593610457
272,3439221834,29474505,199.192686948772,trunk,78,"LINESTRING(32.240423 39.6812766,32.2388283 39.6799717)",39.6812766,32.240423,39.6799717,32.2388283,1,199.204699148524,60264.7599332563
273,29474505,27047872,250.846814427591,trunk,54,"LINESTRING(32.2388283 39.6799717,32.2370568 39.6781744)",39.6799717,32.2388283,39.6781744,32.2370568,1,250.861941599618,60463.9646324048
274,27047872,29474506,784.915704054915,trunk,70,"LINESTRING(32.2370568 39.6781744,32.231968 39.6723018)",39.6781744,32.2370568,39.6723018,32.231968,1,784.963037942368,60714.8265740044
275,29474506,29474507,1035.93605994764,trunk,50,"LINESTRING(32.231968 39.6723018,32.2253245 39.6645144)",39.6723018,32.231968,39.6645144,32.2253245,1,1035.99853147243,61499.7896119468
276,29474507,29474508,557.377538041274,trunk,50,"LINESTRING(32.2253245 39.6645144,32.2217524 39.6603234)",39.6645144,32.2253245,39.6603234,32.2217524,1,557.411150371258,62535.7881434192
277,29474508,29474509,126.406658778661,trunk,50,"LINESTRING(32.2217524 39.6603234,32.2209067 39.6593915)",39.6603234,32.2217524,39.6593915,32.2209067,1,126.414281659091,63093.1992937905
278,29474509,27047873,750.187188049578,trunk,50,"LINESTRING(32.2209067 39.6593915,32.2160842 39.6537584)",39.6593915,32.2209067,39.6537584,32.2160842,1,750.232427653964,63219.6135754496
279,27047873,1914126989,77.7438324311141,trunk,50,"LINESTRING(32.2160842 39.6537584,32.2155851 39.6531743)",39.6537584,32.2160842,39.6531743,32.2155851,1,77.7485207279534,63969.8460031035
280,1914126989,1914126885,512.732713908158,trunk,64,"LINESTRING(32.2155851 39.6531743,32.2122937 39.649322)",39.6531743,32.2155851,39.649322,32.2122937,1,512.76363395785,64047.5945238315
281,1914126885,29474510,539.329847597425,trunk,72,"LINESTRING(32.2122937 39.649322,32.2088317 39.6452699)",39.649322,32.2122937,39.6452699,32.2088317,1,539.362371571878,64560.3581577893
282,29474510,29474511,1221.0031000283,trunk,67,"LINESTRING(32.2088317 39.6452699,32.2009596 39.6361141)",39.6452699,32.2088317,39.6361141,32.2009596,1,1221.07673191389,65099.7205293612
